Cod. Bar,Product,F.Price,Qty,Drog,Date
5164579.0,LOSARTAN POTASICO COM/REC 50MG X 60 ,32.82,,Drolanca,22/05/2022
5171830.0,PANTOPRAZOL COM 40 MG X 56 DORO     ,126.42,,Cobeca,15/05/2022
5306568.0,ESCITALOPRAM 10mg X 56 COMP REC (BLUEPHA,127.09,,Drolanca,22/05/2022
5368105.0,CANDESARTAN 16MG X 56 COMP (BLUEPHARMA),148.03,,Drolanca,22/05/2022
5368147.0,CANDESARTAN 32MG X 56 COMP (BLUEPHARMA),195.3,,Drolanca,22/05/2022
5375076.0,IRBESARTAN COMP/REC 150 MG X 28 BLUE,117.1,,Cobeca,15/05/2022
5375159.0,IRBESARTAN COMP/REC 300 MG X 28 BLUE,180.99,,Cobeca,15/05/2022
5395306.0,BICALUTAMIDA COMP/REC 150 MG X 30 DO,486.23,,Cobeca,15/05/2022
5425723.0,OLANZAPINA COM/REC 10 MG X 28 DORO  ,175.58,,Cobeca,15/05/2022
5438460.0,LEVETIRACETAM COM 500 MG X 60 DORO  ,296.47,,Cobeca,15/05/2022
5438544.0,LEVETIRACETAM 1000MG X 60 COMP REC (BLUE,386.42,,Drolanca,22/05/2022
5440656.0,TELMISARTAN COMP 40 MG X 28 DORO    ,66.86,,Cobeca,15/05/2022
5469309.0,"IRBESARTAN/HCT COMP 150/12,5MG X 28 ",105.62,,Cobeca,15/05/2022
5469325.0,"IRBESARTAN/HCT COMP 300/12,5MG X 28 ",146.68,,Cobeca,15/05/2022
5566047.0,CLOTRIMAZOL CREM VAG 10MG+7 APLIC X ,70.64,,Cobeca,15/05/2022
5573019.0,MEMANTINA 10MG X 56 COMP REC (BLUEPHARMA,251.49,,Drolanca,22/05/2022
5613989.0,SERTRALINA COM/REC 100 MG X 60 DORO ,149.92,,Cobeca,15/05/2022
5653191.0,MIRTAZAPINA COMP 30 MG X 30 DORO    ,119.94,,Cobeca,15/05/2022
5666755.0,DULOXETINA 30 MG X 28 CAP (CAJA) BLUEPHARMA,80.07,,Vitalclinic,05/06/2022
5673264.0,BRIMONIDINA SOL OFT 2MG/ML X 5 ML DO,47.68,,Cobeca,15/05/2022
5917190.0,CAPTOPRIL COM 25 MG X 60 DORO       ,17.49,,Drolanca,22/05/2022
20685553.0,ISOFLURANO 100% (LIQUIDO PARA INHALACION) 100 ML,224.4,,Vitalclinic,05/06/2022
23523519.0,CREMA ALIVIO DEL DOLOR ETERNAL 118 ML (ETERNAL),20.655,,Vitalclinic,05/06/2022
25525410.0,SHOWER PARADISE EXFOLIANTE 236 ML (ETERNAL),19.89,,Vitalclinic,05/06/2022
25525434.0,FEMENINE WASH (BAÑO INTIMO FEMENINO) ETERNAL 237 ML,20.706,,Vitalclinic,05/06/2022
25525526.0,VAPOR MINT SPRAY AROMATERAPIA MENTOLADO 118 ML (ANGELS),15.554999999999998,,Vitalclinic,05/06/2022
25525748.0,JARABE DE BERRO 120ML,10.36,,Dismeven,29/05/2022
25525755.0,JARABE DE ACHICORIA 120 ML ,10.36,,Dismeven,29/05/2022
25525762.0,JARABE DE LAMEDOR 120ML,10.73,,Dismeven,29/05/2022
25525779.0,ALCOHOL ABSOLUTO EXTRAFINO 250 ML,14.48,,Dismeven,29/05/2022
25526479.0,"CITRATO DE POTASIO AL 10,8% 1LT",29.2,,Dismeven,29/05/2022
75919719.0,DECALONA INY EST.X 1 AMP DE 2 ML    ,12.03,,Cobeca,15/05/2022
75930547.0,BOROCANFOR COOL PVO. ANTISEP. P/ PIES 120 GR (VITA),18.6354,,Vitalclinic,05/06/2022
75970543.0,SULFUROCIS CREM 10%/1% X 40 G       ,5.96,,Cobeca,15/05/2022
75971182.0,OMEFLUX AMP 40 MG X 1               ,8.13,,Cobeca,05/06/2022
75971199.0,PENASTIM AMP IV 500MG/500MG X 1     ,51.801,,Cobeca,05/06/2022
75971205.0,MESPEN AMP 500 MG X 1               ,21.57,,Cobeca,05/06/2022
75971212.0,MESPEN AMP 1 G X 1                  ,47.12,,Cobeca,05/06/2022
75971229.0,XANEXTRA AMP 500MG / 5ML X 5        ,36.522,,Cobeca,05/06/2022
75971236.0,VANCINA AMP 500 MG X 1              ,11.582999999999998,,Cobeca,05/06/2022
75971243.0,CEXTACIM AMP IV/IM 1 G X 1          ,5.238,,Cobeca,05/06/2022
75971267.0,EFAZTAS AMP IV/IM 1 G X 1           ,6.345,,Cobeca,05/06/2022
75971281.0,LIDOCAINA AL 2% SOL INY AMP 30 ML X ,14.481,,Cobeca,05/06/2022
75971298.0,"TAZILIM AMP 4 G/0,5 G X 1           ",30.924,,Cobeca,05/06/2022
75971304.0,"AMTACILYN AMP IV/IM 1,5 G X 1       ",5.841,,Cobeca,05/06/2022
75971328.0,CEFALOTINA AMP IV/IM 1 G X 1        ,9.5965,,Cobeca,05/06/2022
75971335.0,XANEXTRA AMP 500 MG/5 ML X 1        ,6.3580000000000005,,Cobeca,05/06/2022
75971342.0,CYTRIAX AMP IV/IM 1 G X 1           ,6.952999999999999,,Cobeca,05/06/2022
75971359.0,TIOCOLCHICOSIDO 4 MG/2 ML IM AMP X 2,13.84,,Cobeca,05/06/2022
75971366.0,DICLOFENAC SODICO AMP IM 75MG/3ML X ,4.0205,,Cobeca,05/06/2022
75971724.0,SELENIL TTO CAPILAR HIDRATACION ANTICASPA 108 ML,27.8052,,Vitalclinic,05/06/2022
75971748.0,CALAMINOL FRESH LOCION 104 ML (VITA),16.269,,Vitalclinic,05/06/2022
90301039.0,PROBIOTICS CAP W/CRANBERRY ETERNAL X,43.1775,,Cobeca,14/06/2022
90301040.0,VITAMINAS MULTIHEAT - SUPLEMENTO X 30 TAB ( ETERNAL) (FRASCO),24.072,,Vitalclinic,05/06/2022
90301041.0,DETOX SUPLEMENT DIET. 60 CAP (ETERNAL) (FRASCO),30.09,,Vitalclinic,05/06/2022
746026009.0,ATENOLOL 100 MG X 10 TAB (BLISTER) BALAXI,2.04,,Vitalclinic,05/06/2022
890612156.0,CITICOLINA 500 MG /2 ML X 5 AMP,77.38,,Drolanca,22/05/2022
890612157.0,METILPREDNISOLONA 500MG X 1 AMP ADN MEDICAL,63.24,,Vitalclinic,05/06/2022
1018453494.0,VITAOZONO 15 ML GOTAS (VITAOZONO),15.3,,Vitalclinic,05/06/2022
1121508537.0,VITAOVULO X 4 UND (VITAOZONO),26.52,,Vitalclinic,05/06/2022
1221510453.0,ALBENDAZOL 400 MG X 10 TAB (BLISTER) FAHD,5.1,,Vitalclinic,05/06/2022
1221510456.0,IBUPROFENO 600 MG X 10 TAB  (BLISTER) FAHD,4.08,,Vitalclinic,05/06/2022
1221510459.0,METOCLOPRAMIDA 10 MG X 10 TAB  (BLISTER) FAHD,2.295,,Vitalclinic,05/06/2022
1221510461.0,CIPROFLOXACINA 500 MG X 10 TAB  (BLISTER) FAHD,5.1,,Vitalclinic,05/06/2022
1221510463.0,ESOMEPRAZOL 40 MG X 10 TAB (BLISTER) FAHD,3.5699999999999994,,Vitalclinic,05/06/2022
7591970321.0,RESTAURAFLOR SUSP ADU 10 ML         ,7.14,,Cobeca,15/05/2022
7591970322.0,RESTAURALYTE X 18 GR POLVO PARA PREPARAR BEBIDA HIDRATANTE,5.8032,,Dismeven,29/05/2022
11344402221.0,ALCOHOL ABSOLUTO EXTRAFINO 120 ML,10.42,,Dismeven,29/05/2022
12345678912.0,HEPARINA SODICA (STANHEP) 5000UI/5ML AMP I.M. / I.V. / SUBCUTANEO (STANEX),25.398,,Vitalclinic,05/06/2022
21241259231.0,ALBENDAZOL TAB 200 MG X 2 (CAJA) BUKA,3.5699999999999994,,Vitalclinic,05/06/2022
21241259262.0,TEOFILINA  TAB 100 MG X 10 BUKA     ,15.58,,Cobeca,19/06/2022
21281083254.0,RIVAROXABAN 20MG X 28 TAB PHARMATECH,66.3,,Vitalclinic,05/06/2022
21281083261.0,BETADEX 0.1 % (BETAMETASONA DIPIONATO) CREMA 15G LIALI,10.71,,Vitalclinic,05/06/2022
21281083285.0,BETADEX PLUS (BETA-GENTA-CLOTRI) CREMA 20G LIALI,13.26,,Vitalclinic,05/06/2022
21281083292.0,PHARMATINEX (ROVATINEX) X 30 CAP (PHARMATECH),66.3,,Vitalclinic,05/06/2022
21281084206.0,OMEPRAZOL 40 MG AMP (I.V) (LIALI),6.119999999999999,,Vitalclinic,05/06/2022
21281084213.0,TRIAMCINOLONA ACETONIDO (KENACORT)  40 MG/ 1ML AMP ( I. M ) (LIALI),13.26,,Vitalclinic,05/06/2022
21281084220.0,DICLOFENAC POTASICO 75 MG AMP (I.M / I.V)  X 1 (LIALI),10.71,,Vitalclinic,05/06/2022
21281084237.0,HIERRO 100 MG 5ML ( I.V) AMP (LIALI),17.849999999999998,,Vitalclinic,05/06/2022
26704549508.0,UROFUNDA GOLDEN DRAIN TALLA L,8.873999999999999,,Vitalclinic,05/06/2022
26704549546.0,UROFUNDA GOLDEN DRAIN TALLA M,8.873999999999999,,Vitalclinic,05/06/2022
65293196292.0,TUBO ENDOTRAQUEAL N° 8.5  C/BALON,6.650181818181817,,Dismeven,29/05/2022
71443970555.0,L-GLUTAMINA CAP 500 MG X 30 VAL NATU,24.09,,Cobeca,15/05/2022
74312114038.0,ACIDO FOLICO (FOLATE) 666 MCG X 250 TAB (FRASCO) PURITANS,17.849999999999998,,Vitalclinic,05/06/2022
74312120008.0,ZINC (ZINC GLUCONATE) 25 MG X 100 TAB (PURITANS),24.99,,Vitalclinic,05/06/2022
78742499116.0,ACIDO FOLICO (FOLATE) 666 MCG X 250 TAB (SPRING),17.849999999999998,,Vitalclinic,05/06/2022
112244006660.0,LOCION MC (ANTIACNÉ) X 110 ML,13.04,,Dismeven,29/05/2022
112244006691.0,LOCION LIMPIADORA 110 ML,8.36,,Dismeven,29/05/2022
112244301123.0,ACEITE MINERAL EXTRAFINO 30 ML,10.04,,Dismeven,29/05/2022
112244301130.0,ACEITE DE RICINO EXTRAFINO 30 ML,17.35,,Dismeven,29/05/2022
112244301147.0,ACEITE DE ALMENDRAS EXTRAFINO 30 ML,8.24,,Dismeven,29/05/2022
112244301154.0,ACEITE DE COCO EXTRAFINO 30 ML,6.68,,Dismeven,29/05/2022
112255000831.0,LOCION TRICOPEL 140 ML,17.6,,Dismeven,29/05/2022
112255006185.0,CLOTRIGEN (CLOTRIMAZOL + GENTAMICINA + BETAMETASONA) x 30 g CREMA,11.8,,Dismeven,29/05/2022
112266402235.0,SOLUCION FISIOLOGICA 30ML,7.05,,Dismeven,29/05/2022
112345202237.0,"CITRATO DE POTASIO AL 10,8% 500ml",21.65,,Dismeven,29/05/2022
189190009816.0,OMEPRAZOL 40 MG/ 10 ML POLVO LIOFILIZADO PARA INY IV ,8.986507936507937,,Dismeven,29/05/2022
203571228099.0,PROGESTERONA 200 MG X 10 TAB DE LIBERACION SOSTENIDA,25.2078125,,Dismeven,29/05/2022
203571228112.0,PROGESTERONA 200 MG X 10 TAB VAGINALES + APLICADOR,28.63046875,,Dismeven,29/05/2022
203571228228.0,BETAMETASONA INY USP 4 MG / 1 ML JMW,2.04,,Vitalclinic,05/06/2022
203571228273.0,KETOPROFENO INY 100 MG / 2 ML USO IM/ IV JMW,4.845,,Vitalclinic,05/06/2022
203571228280.0,LIDOCAINA 2% INYECCION I.M - S.C X 50 ML,7.48515625,,Dismeven,29/05/2022
203571228310.0,AGUA ESTERIL PARA INYECCION X 10 ML AMPOLLA,2.4984375,,Dismeven,29/05/2022
203571228341.0,METRONIDAZOL INFUSION IV 500 MG/100 ML,3.56484375,,Dismeven,29/05/2022
212412592621.0,TEOFILINA 100MG X 10 TAB BUKA,14.279999999999998,,Vitalclinic,05/06/2022
221400604487.0,SET ATOMIZADOR X 2 UND ( 80 ML / 100 ML),8.67,,Vitalclinic,05/06/2022
608786001169.0,GLUCOSAMINE & CHON TAB X60 EARTH´S  ,56.35,,Cobeca,15/05/2022
608786002159.0,OMEGA 3 EPA CAPB 1000 MG X 90 EARTH´,53.95,,Cobeca,15/05/2022
608786009257.0,CENTELLA ASIATICA CAP 500MG X 60 EAR,34.81,,Cobeca,15/05/2022
612197333337.0,ENTEREX RENAL VAINILLA 237 ML       ,29.43,,Cobeca,15/05/2022
614143290732.0,AGUA MINERAL BIENESTAR 600 ML,28.569047619047623,,Dismeven,29/05/2022
614143659027.0,CIPROFLOXACINA TAB 500 MG X 10      ,5.45,,Cobeca,15/05/2022
614143659041.0,METRONIDAZOL COM 500 MG 10 X 10 BLI ,25.71,,Cobeca,15/05/2022
617748376252.0,CREM VAL D/MAGNESIO 118 ML          ,37.86,,Cobeca,15/05/2022
617748376283.0,CRANBERRY/VIT C VAL CAP X 30        ,28.22,,Cobeca,15/05/2022
617748376290.0,TURMERIC/BIOPERINE CAP X 30         ,28.22,,Cobeca,15/05/2022
617748376306.0,BIOTINA VAL CAP X 30                ,28.22,,Cobeca,15/05/2022
617748376313.0,VITAMINA D3 VAL  TAB 5000 IU X 30   ,27.19,,Cobeca,15/05/2022
646824202062.0,CALCIO+MAGNESIO+ZINC+VITAMINAD X 60 TABLETAS NATURAL SYSTEMS,45.645,,Vitalclinic,05/06/2022
646824217066.0,LECITHIN 1200 MG X 60 CAPSULAS NATURAL SYSTEM,51.0,,Vitalclinic,05/06/2022
646824223067.0,PROSTANAT 540 MG X 60 CAPSULAS NATURAL SYSTEMS,53.55,,Vitalclinic,05/06/2022
646824255105.0,MULTIVITAMIN GUMMY (GOMITAS MULTIVITAMINAS) X60 GOMITAS NATURAL SYSTEMS,51.0,,Vitalclinic,05/06/2022
652931966254.0,TUBO ENDOTRAQUEAL N° 6.5  C/BALON,6.650181818181817,,Dismeven,29/05/2022
652931966705.0,SONDA SUCCION N° 5,1.047272727272727,,Dismeven,29/05/2022
652931966865.0,TUBO ENDOTRAQUEAL N° 6.0  C/BALON,6.650181818181817,,Dismeven,29/05/2022
652931967268.0,CANULA DE MAYO # 000 (40 MM) ROSADO,1.7629090909090908,,Dismeven,29/05/2022
652931967299.0,CANULA DE MAYO # 00 (50 MM) AZUL,1.7629090909090908,,Dismeven,29/05/2022
652931967329.0,CANULA DE MAYO # 0 (60 MM) NEGRA,1.7629090909090908,,Dismeven,29/05/2022
652931967350.0,CANULA DE MAYO # 1 (70 MM) BLANCA,1.7629090909090908,,Dismeven,29/05/2022
652931967473.0,CANULA DE MAYO # 6 (120 MM) NARANJA,1.7629090909090908,,Dismeven,29/05/2022
652931967503.0,CANULA DE MAYO # 5 (110 MM) TURQUESA,1.7629090909090908,,Dismeven,29/05/2022
652931969194.0,AGUJA HIPODERMICA 18 X 1 CAJA X 100,11.703272727272726,,Dismeven,29/05/2022
652931969200.0,AGUJA HIPODERMICA 18 X 1 1/2 CAJA X 100,11.703272727272726,,Dismeven,29/05/2022
652931969217.0,AGUJA HIPODERMICA 19 X 1 CAJA X 100,11.703272727272726,,Dismeven,29/05/2022
652931969224.0,AGUJA HIPODERMICA 19 X 1 1/2 CAJA X 100,11.703272727272726,,Dismeven,29/05/2022
652931969231.0,AGUJA HIPODERMICA 20 X 1 CAJA X 100,11.703272727272726,,Dismeven,29/05/2022
652931969248.0,AGUJA HIPODERMICA 20 X 1 1/2 CAJA X 100,11.703272727272726,,Dismeven,29/05/2022
652931969323.0,AGUJA HIPODERMICA 26 X 1/2 CAJA X 100,11.703272727272726,,Dismeven,29/05/2022
652931971531.0,SUTURA CROMICO (121) 4-0 X 1 SMITS SUTURE,2.89884,,Vitalclinic,05/06/2022
652931971913.0,TUBO ENDOTRAQUEAL N° 3.0  SIN/BALON,3.744,,Dismeven,29/05/2022
652931972255.0,APLICADORES CON ALGODON X 100 (SUGAMA),8.2824,,Vitalclinic,05/06/2022
652931972279.0,TRAQUEOTOMO N° 3.0,20.13381818181818,,Dismeven,29/05/2022
652931972293.0,TRAQUEOTOMO N° 4.0,20.13381818181818,,Dismeven,29/05/2022
652931972309.0,TRAQUEOTOMO N° 4.5,20.13381818181818,,Dismeven,29/05/2022
652931972316.0,TRAQUEOTOMO N° 5.0,20.13381818181818,,Dismeven,29/05/2022
652931973238.0,TUBO DE EXTENSION K-50,6.545454545454546,,Dismeven,29/05/2022
652931974198.0,PENICILINA G SODICA 1.000.000 U.IAMP MORRO,1.275,,Vitalclinic,05/06/2022
652931974235.0,CEFALOTINA 1G EL MORRO AMP,6.119999999999999,,Vitalclinic,05/06/2022
652931974242.0,MEROPENEM 500 MG AMP USO I.V (MORRO),29.58,,Vitalclinic,05/06/2022
652931974280.0,OXACILINA 1 G IM/IV,3.06,,Vitalclinic,05/06/2022
652931974297.0,PENICILINA 6.3.3 I.M AMP EL MORRO,2.55,,Vitalclinic,05/06/2022
652931975140.0,CONECTOR DE OXIGENO IM-SUMEDICAL (TIPO ARBOLITO),4.1412,,Vitalclinic,05/06/2022
652931975713.0,PENICILINA G BENZ  1.200.000 I.M AMP MORRO,2.805,,Vitalclinic,05/06/2022
652931975720.0,PENICILINA G BENZATINICA 2.400.000 UI,3.5801587301587303,,Dismeven,29/05/2022
669238000048.0,MELATONINA VAL CAP 3 MG X 30        ,32.01,,Cobeca,15/05/2022
669238000178.0,CALCIUM MAGNESIO/ZINC TAB X 30      ,27.19,,Cobeca,15/05/2022
669238000239.0,VALTRUM CAP X 30 VAL NATURAL        ,34.08,,Cobeca,15/05/2022
669238000499.0,OMEGA 3 CAP/BLD 1000 MG X 30        ,26.16,,Cobeca,15/05/2022
675696259966.0,ATENOLOL TAB 50 MG X 30 BUKA        ,7.139999999999999,,Vitalclinic,05/06/2022
675696260009.0,CETIRIZINA TAB 10 MG X 10 BUKA      ,4.08,,Vitalclinic,05/06/2022
675696260023.0,CLOPIDOGREL TAB 75 MG X 30 BUKA     ,18.7,,Cobeca,19/06/2022
675696260047.0,ENALAPRIL TAB 20 MG X 30 BUKA       ,7.79,,Cobeca,19/06/2022
675696260054.0,LORATADINA SUSP 5MG/5ML X 60 ML BUKA,7.139999999999999,,Vitalclinic,05/06/2022
675696260061.0,LOSARTAN POT TAB 50 MG X 30 BUKA    ,8.96,,Cobeca,19/06/2022
675696260078.0,OMEPRAZOL CAP 20 MG X 14 BUKA       ,6.119999999999999,,Vitalclinic,05/06/2022
675696260085.0,VALSARTAN TAB 80 MG X 30 BUKA       ,21.04,,Cobeca,19/06/2022
675696260115.0,AMLODIPINO 10 MG X 30 TAB (CAJA) BUKA,7.139999999999999,,Vitalclinic,05/06/2022
675696260122.0,METFORMINA TAB 500 MG X 30 BUKA     ,7.79,,Cobeca,19/06/2022
675696260139.0,ATORVASTATINA 20 MG X 30 TAB (BUKA)  (CAJA),15.045,,Vitalclinic,05/06/2022
675696260146.0,ATORVASTATINA 40 MG X 30 TAB (BUKA),19.89,,Vitalclinic,05/06/2022
675696260153.0,GLIBENCLAMIDA TAB 5 MG X 30 BUKA    ,19.48,,Cobeca,19/06/2022
675696260160.0,"HIDROCLOROTIAZIDA TAB 12,5 MG X 30 B",9.18,,Vitalclinic,05/06/2022
675696260184.0,OLMESARTAN TAB 20 MG X 30 BUKA      ,22.6,,Cobeca,19/06/2022
675696260207.0,GLIBENCLAMIDA/METFORM TAB 5/500MGX30,31.17,,Cobeca,19/06/2022
675696260214.0,LOSARTAN POTASICO TAB 100 MG X 30 BU,15.58,,Cobeca,19/06/2022
689342676990.0,SONDA NELATON FR. 14FR (JHC MEDICA),2.55,,Vitalclinic,05/06/2022
707273544209.0,SCALP 19 G,0.408,,Vitalclinic,05/06/2022
707273544483.0,ALGODÓN 500GR ,19.104,,Dismeven,29/05/2022
709193551056.0,AMPICILINA 1 G AMPOLLA,2.682539682539683,,Dismeven,29/05/2022
714439705527.0,L-CARNITINE CAP 500 MG X 30 VAL NATU,36.48,,Cobeca,15/05/2022
720524031006.0,LAMOTRIGINA TAB 100 MG X 30 LAT     ,19.38,,Vitalclinic,05/06/2022
720524031013.0,NIFEDIPINA 20MG X 30 TAB LATTAN MEDIC,9.69,,Vitalclinic,05/06/2022
720524031020.0,ETORICOXIB TAB 90 MG X 7 LAT        ,8.136,,Cobeca,14/06/2022
720524031037.0,METRONIDAZOL 500 MG X 10 TAB (CAJA) LATTAN MEDIC,3.825,,Vitalclinic,05/06/2022
720524031044.0,LEVOFLOXACINA 750MG X 7 TAB LATTAN MEDIC,20.298,,Vitalclinic,05/06/2022
720524031051.0,"DIGOXINA TAB 0,25 MG X 30 LAT       ",13.554,,Cobeca,14/06/2022
720524031068.0,PANTOPRAZOL TAB 40 MG X 14 LAT      ,13.554,,Cobeca,14/06/2022
720524031075.0,ESOMEPRAZOL TAB 40 MG X 14 LAT      ,16.064999999999998,,Vitalclinic,05/06/2022
720524031099.0,TIZANIDINA 2MG X 30 TAB LATTANMEDIC,35.7,,Vitalclinic,05/06/2022
720524031136.0,OXCARBAXEPINA TAB 300 MG X 30       ,30.13,,Cobeca,14/06/2022
720524031174.0,ACICLOVIR TAB 200 MG X 10 LATTAN    ,7.460999999999999,,Cobeca,14/06/2022
720524031181.0,SERTRALINA TAB 50 MG X 10           ,10.17,,Cobeca,14/06/2022
720524031211.0,OLANZAPINA TAB 10 MG X 14           ,16.95,,Cobeca,14/06/2022
720524031228.0,METFORMINA 850 MG X 30 TAB (CAJA) LATTAN,14.279999999999998,,Vitalclinic,05/06/2022
720524031235.0,SITAGLIPTINA TAB 100 MG X 30 LATTAN ,51.255,,Vitalclinic,05/06/2022
720524031242.0,ROSUVASTATINA TAB 20 MG X 30        ,27.03,,Vitalclinic,05/06/2022
723592772581.0,RECOLECTOR BRIUT D/ORINA PED 100ML X,81.82,,Cobeca,15/05/2022
723592772611.0,BOLSA BRIUT D/ORINA C/VALV 2000 ML X,31.43,,Cobeca,15/05/2022
723592772666.0,ADHESIVO D/TELA BLANCO 2.54 CM X 4.5,5.77,,Cobeca,15/05/2022
723592772673.0,ADHESIVO DE TELA BLANCO 2.54 CM X 4.57 M (BRIUT),7.690799999999999,,Vitalclinic,05/06/2022
723592772697.0,ADHESIVO D/TELA BLANCO 5.08 CM X 9.1,18.86,,Cobeca,15/05/2022
723592772703.0,ADHESIVO DE TELA BLANCO 5.08 CM X 9.14 M (BRIUT),24.8472,,Vitalclinic,05/06/2022
724373531069.0,"MIPAX PRAMIPEXOL COMP 0,25 MG X 30  ",35.598,,Cobeca,14/06/2022
724373531090.0,"CAPLAM (ALPRAZOLAM) 0,5 MG X 30 COMP",9.74,,Dismeven,29/05/2022
731299120772.0,LEVETIRACETAM TAB 1000 MG X 10      ,36.74,,Cobeca,05/06/2022
731299120789.0,LEVETIRACETAM TAB 500 MG X 10       ,24.94,,Cobeca,05/06/2022
731299120796.0,ACIDO VALPROICO INY 500 MG X 5 ML   ,83.53,,Cobeca,05/06/2022
731299120802.0,ACIDO VALPROICO TAB 500 MG X 10     ,15.6,,Cobeca,05/06/2022
731299120987.0,CEFEPIME AMP 1 G                    ,66.86,,Cobeca,05/06/2022
731299169566.0,MEROPENEM AMP 500 MG                ,37.14,,Cobeca,05/06/2022
731299169641.0,MEROPENEM AMP 1 G                   ,40.52,,Cobeca,05/06/2022
731946648499.0,NIMESULIDE 100 MG X 15 TAB (CAJA) ARTE MEDICO,8.16,,Vitalclinic,05/06/2022
731946648505.0,NIMESULIDE + PARACETAMOL 100 MG / 500 MG X 10 TAB (CAJA) ARTE MEDICO,9.69,,Vitalclinic,05/06/2022
731946648536.0,CLOPIDOGREL 75MG X 10TAB ARTE MEDICO (CAJA),6.63,,Vitalclinic,05/06/2022
731946648567.0,DICLOFENAC POT. + ACETAMINOFEN 50MG/500MG X 10 TAB (CAJA) ARTE MEDICO,5.61,,Vitalclinic,05/06/2022
731946648598.0,HIOSCINA 10 MG X 10 TABLETAS ARTE MEDICO,13.515,,Vitalclinic,05/06/2022
732064572857.0,BACIPORIN UNGÜENTO DERMICO          ,16.66,,Cobeca,15/05/2022
732064572864.0,BACISPORIN CREM                     ,20.43,,Cobeca,15/05/2022
732064572970.0,SONDA BRITUCARE DESC D/NELATON 10FR ,79.87,,Cobeca,15/05/2022
732064573007.0,SONDA BRIUTCARE DESC D/NELATON 18FR ,79.87,,Cobeca,15/05/2022
732064573038.0,SONDA BRIUTCARE DESC D/NELATON 20FR ,79.87,,Cobeca,15/05/2022
732064573069.0,SONDA BRIUTCARE DESC D/NELATON 22FR ,79.87,,Cobeca,15/05/2022
732064573090.0,SONDA BRIUTCARE DESC D/NELATON 24 FR,79.87,,Cobeca,15/05/2022
732064573120.0,JER BRIU DESC 1MLC/AGUAJA LUER SLIP ,50.65,,Cobeca,15/05/2022
