Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12
115855,7592946168287,NERSAN X 90 CAPSULAS,MELISSA OFFICINALIS; PASSIFLORA INCARNATA; TILIA PLATYPHYLLOS; VALERIANA OFFICINALIS,ARCO IRIS LABORATORI,54,28,30.12.2024,0.1,35 DÍAS,25.2,,0
116184,7592946012788,PASIFLORA 120ML JARABE,,ARCO IRIS LABORATORI,31,13.44,30.01.2024,0.1,35 DÍAS,12.096,,0
116181,7592946012870,ZARZAPARRILLA 120 ML JARABE,,ARCO IRIS LABORATORI,30,13.44,30.09.2023,0.1,35 DÍAS,12.096,,0
115587,7592946168560,BERRO 240 ML,,ARCO IRIS LABORATORI,45,24.42,28.02.2024,0.1,35 DÍAS,21.978,,0
115588,7592946006008,CASCARA SAGRADA 60 CAPSULAS,RHAMNUS PURSHIANA,ARCO IRIS LABORATORI,53,33.81,30.04.2023,0.1,35 DÍAS,30.429000000000002,,0
115580,7592946169673,SAW PALMETTO X 60 CAPSULAS,,ARCO IRIS LABORATORI,45,35.9,30.11.2023,0.1,35 DÍAS,32.31,,0
116182,7592946168430,ZARZAPARRILLA 300MG X 90 CAPSULAS,,ARCO IRIS LABORATORI,51,18.04,30.06.2024,0.1,35 DÍAS,16.236,,0
115583,7592946005988,GINKO BILOBA X 60 CAPSULAS,,ARCO IRIS LABORATORI,60,33.81,30.11.2023,0.1,35 DÍAS,30.429000000000002,,0
117494,7592946007074,MACA X 60 CAP,,ARCO IRIS LABORATORI,63,33.81,30.08.2024,0.1,35 DÍAS,30.429000000000002,,0
116000,7592946169611,ZANAES 90 CAPSULAS,DAUCUS CAROTA,ARCO IRIS LABORATORI,82,21.82,30.12.2022,0.1,35 DÍAS,19.638,,0
117036,7592946168423,VALERIANA X 90 CAPSULAS,,ARCO IRIS LABORATORI,73,20.39,30.12.2024,0.1,35 DÍAS,18.351,,0
115850,7592946169710,VITAMINA E X 60 CAPSULAS,AVOBENZONA; BUTYROSPERMUM PARKII; DROMETRIZOL TRISILOXANO; ECAMSULE; ISCOTRIZINOL; TITANIO; VITAMINA E; ZEA MAIS,ARCO IRIS LABORATORI,70,47.32,30.06.2023,0.1,35 DÍAS,42.588,,0
115579,7592946169635,OMEGA 3 X 60 CAPSULAS,,ARCO IRIS LABORATORI,59,44.95,30.11.2023,0.1,35 DÍAS,40.455000000000005,,0
115612,7592946001164,ZABILA 30 CAPSULAS,,ARCO IRIS LABORATORI,120,18.99,30.11.2024,0.1,35 DÍAS,17.090999999999998,,0
115849,7592946169659,OMEGA 3 6 9 X 60 CAPSULAS,,ARCO IRIS LABORATORI,83,44.95,30.01.2024,0.1,35 DÍAS,40.455000000000005,,0
115589,7592946007104,CASTAÑO DE INDIAS X 60 CAPSULAS,,ARCO IRIS LABORATORI,191,33.81,30.12.2024,0.1,35 DÍAS,30.429000000000002,,0
115585,7592946169697,COLAGENO CON VITAMINA C X 60 CAP,COLÁGENO,ARCO IRIS LABORATORI,116,35.1,30.09.2023,0.1,35 DÍAS,31.59,,0
115576,7592946056003,JENGIBRE MIEL 120 ML,,ARCO IRIS LABORATORI,71,21.79,28.02.2024,0.1,35 DÍAS,19.611,,0
116185,7592946150633,EUCAMIEL 120ML JARABE,,ARCO IRIS LABORATORI,140,15.82,28.02.2024,0.1,35 DÍAS,14.238,,0
115772,7592946169918,LEVADURA DE CERVEZA X 60 CAPS,,ARCO IRIS LABORATORI,202,33.81,30.12.2023,0.1,35 DÍAS,30.429000000000002,,0
115581,,GLUCOSAMINA X 60 CAPSULAS,,ARCO IRIS LABORATORI,128,41.09,28.02.2024,0.1,35 DÍAS,36.981,,0
115584,,CENTELLASAN X 90 CAPSULAS,,ARCO IRIS LABORATORI,250,33.81,30.03.2025,0.1,35 DÍAS,30.429000000000002,,0
115611,,ÑAME SALVAJE 60 CAPSULAS,,ARCO IRIS LABORATORI,46,33.81,30.01.2024,0.1,35 DÍAS,30.429000000000002,,0
115894,,VENOSAN X 90 CAPSULAS,,ARCO IRIS LABORATORI,113,27.94,30.03.2025,0.1,35 DÍAS,25.146,,0
116250,1759225300307,COMPLEJO B VITAMINA 3 ML X 100 AMP IM/IV,CIANOCOBALAMINA; NICOTINAMIDA; PIRIDOXINA; RIBOFLAVINA; TIAMINA,DROVEMPLUS,4,363.64,30.05.2023,,28 DÍAS ,363.64,,0
116312,7592253001710,ZINC 50 MG X 60 TAB,ZINC,DROVEMPLUS,82,17.73,05.06.2024,,28 DÍAS ,17.73,,0
115039,7592710001949,COLLAGENED PLUS X 60 CAP,COLÁGENO,DROVEMPLUS,82,20.78,30.01.2023,,28 DÍAS ,20.78,,0
115057,7592710001048,SABEMIEL CEBOLLA MORADA JARABE 180 ML,"CEBOLLA MORADA, MIEL",DROVEMPLUS,1852,12.99,28.02.2024,,28 DÍAS ,12.99,,0
115035,7592710001062,SABEMIEL PLUS JARABE 180 ML,BERRO + ZABILA + MENTA + JENGIBRE + CEBOLLA MORADA +EUCALIPTO + MIEL DE ABEJA,DROVEMPLUS,1954,12.99,28.02.2024,,28 DÍAS ,12.99,,0
115034,7592710001055,SABEMIEL JENGIBRE JARABE 180 ML,JENGIBRE; MIEL,DROVEMPLUS,2031,12.99,28.02.2024,,28 DÍAS ,12.99,,0
115064,7592710001031,SABEMIEL EUCALIPTO JARABE 180 ML,"EUCALIPTO, MIEL",DROVEMPLUS,2093,12.99,28.02.2024,,28 DÍAS ,12.99,,0
107053,7703763165056,GLIMEPIRIDE 2 MG X 16 TAB (LA SANTE),,Pharmetique,212,12.43,30.08.2023,,28 DÍAS,12.43,,0
116020,7592454891424,VALSARTAN+AMLODIPINA 160/10MG TAB X 10,VALSARTÁN,Pharmetique,137,9.88,30.01.2024,50% APLICADO EN COSTO ,28 DÍAS,9.88,,0
108970,7703763200627,GLUSTAR 20 MG X 14 TAB,ATORVASTATINA,Pharmetique,58,7.57,30.09.2022,50% APLICADO EN COSTO ,28 DÍAS,7.57,,0
115972,7703763268863,CIPROFIBRATO 100MG X 30 TAB (LA SANTE),CIPROFIBRATO,Pharmetique,98,23.44,30.10.2022,50% APLICADO EN COSTO ,28 DÍAS,23.44,,0
108969,7703763200610,GLUSTAR 10 MG X 14 TAB,ATORVASTATINA,Pharmetique,553,3.44,30.08.2022,70% APLICADO EN COSTO,28 DÍAS,3.44,,0
116052,7703763791569,KETOROLACO TROMETAMINA 30MG X 4 TAB.,KETOROLACO,Pharmetique,223,12.43,30.08.2023,,28 DÍAS,12.43,,0
115974,7592454891417,VALSARTAN+AMLODIPINA 80/5MG TABX 10,VALSARTÁN,Pharmetique,627,4.56,30.08.2022,70% APLICADO EN COSTO,28 DÍAS,4.56,,0
115963,7592454889667,"MOMEQ 0,1% CREMA X 15 GR",MOMETASONA,Pharmetique,642,8.6,30.07.2022,50% APLICADO EN COSTO ,28 DÍAS,8.6,,0
116543,7597189000127,KELP-LECITHIN B-6 X 30 TAB,YODO,"Grupo Pharmatech,CA",3,37.34,30.01.2023,0.2,28 DÍAS,29.872000000000003,,0
116545,7597189000189,VALERIANA 250 MG X 30 CAP BLANDAS,,"Grupo Pharmatech,CA",1,36.25,30.06.2023,0.2,28 DÍAS,29,,0
117075,7597189000035,MEN XTRA (VITAMINAS Y MINERALES) X 30TAB,LA VITAMINA DEL COMPLEJO B,"Grupo Pharmatech,CA",11,37.47,30.10.2023,0.2,28 DÍAS,29.976,,0
115328,7597189215217,PICOLINATO DE CROMO 60 TABLETAS,CROMO,"Grupo Pharmatech,CA",23,32.21,30.01.2023,0.2,28 DÍAS,25.768,,0
116646,7597189000097,CITRATO DE CALCIO CON VIT D3 X 30 TAB,LA VITAMINA DEL COMPLEJO B,"Grupo Pharmatech,CA",27,50.91,30.08.2023,0.2,28 DÍAS,40.727999999999994,,0
116013,7597189000066,GERIATECH (VIT Y MIN) X 30 CAP B,LA VITAMINA DEL COMPLEJO B,"Grupo Pharmatech,CA",33,43.49,30.10.2023,0.2,28 DÍAS,34.792,,0
116012,7597189000080,CENTAB-BETA (VIT Y MIN X 30 TAB,LA VITAMINA DEL COMPLEJO B,"Grupo Pharmatech,CA",53,38.56,30.10.2023,0.2,28 DÍAS,30.848000000000003,,0
117102,8901463129944,LOSARTAN 50 MG 30 TABLETAS RECUBIERTAS,LOSARTAN,BIUMAK PHARMACEUTICA,590,8.77,30.08.2023,,28 DÍAS,8.77,,0
117105,795853122213,METFORMINA CLOHIDRATO 850 MG 30 TABLETA,*METFORMINA*,BIUMAK PHARMACEUTICA,264,13.64,30.03.2023,0.15,28 DÍAS,11.594000000000001,,0
117098,8903726243626,CARBONATO DE LITIO 300 MG 100 CÁPSULAS,,BIUMAK PHARMACEUTICA,30,45.45,30.06.2023,0.15,28 DÍAS,38.6325,,0
117104,795853122220,METFORMINA CLOHIDRATO 500 MG 30 TABLETA,*METFORMINA*,BIUMAK PHARMACEUTICA,292,9.09,30.03.2024,,28 DÍAS,9.09,,0
117420,8901463130841,AMLODIPINA 5MG + VALSARTAN 160MG X 10TAB,VALSARTÁN,BIUMAK PHARMACEUTICA,52,21.1,30.06.2023,,28 DÍAS,21.1,,0
117423,8901463130896,MEMANTINA 10MG X 14 TAB,MEMANTINA,BIUMAK PHARMACEUTICA,38,35.71,30.05.2024,,28 DÍAS,35.71,,0
117101,8901463131077,LEVOTIROXINA 100 MCG 30 TABLETAS,LA LEVOTIROXINA SÓDICA,BIUMAK PHARMACEUTICA,38,16.23,30.04.2023,0.15,28 DÍAS,13.7955,,0
117108,8901463129838,"TAMSULOSINA 0,4 MG 30 CÁPSULAS",TAMSULOSINA,BIUMAK PHARMACEUTICA,59,27.92,30.10.2023,,28 DÍAS,27.92,,0
117107,795853122244,SALBUTAMOL 100 MCH INHALADOR 200 DOSIS,SALBUTAMOL,BIUMAK PHARMACEUTICA,125,29.22,30.04.2024,,28 DÍAS,29.22,,0
117103,8901463129937,LOSARTAN 100 MG 30 TABLETAS RECUBIERTAS,LOSARTAN,BIUMAK PHARMACEUTICA,455,15.58,30.08.2023,,28 DÍAS,15.58,,0
117693,8903726266663,AMLODIPINA 5 MG X 30 TAB,,BIUMAK PHARMACEUTICA,188,9.09,30.10.2024,,28 DÍAS,9.09,,0
117694,8903726266670,AMLODIPINA 10 MG X 30 TAB,,BIUMAK PHARMACEUTICA,168,10.39,30.04.2024,,28 DÍAS,10.39,,0
117106,4780015649673,REMDESSA 100MG P/LIOFILIZAD (REMDESIVIR),REMDESIVIR,BIUMAK PHARMACEUTICA,210,175.32,30.09.2023,0.15,28 DÍAS,149.022,,0
117696,8901463131046,ROSUVASTATINA 40 X MG 10 TAB REC,,BIUMAK PHARMACEUTICA,246,21.1,30.06.2024,,28 DÍAS,21.1,,0
117100,8901463129821,LEVOFLOXACINA 500 MG 10 TABLETAS RECUBI,LEVOFLOXACINO,BIUMAK PHARMACEUTICA,254,18.18,30.08.2025,,28 DÍAS,18.18,,0
117695,8901463131237,OMEPRAZOL 20 MG X 14 CAP,,BIUMAK PHARMACEUTICA,378,12.66,30.05.2024,,28 DÍAS,12.66,,0
117099,8903726227039,IRBESARTAN 150 MG 30 TABLETAS RECUBIERT,,BIUMAK PHARMACEUTICA,162,34.42,30.04.2023,0.15,28 DÍAS,29.257,,0
110190,7594001101376,DICLODEX  50 MG X 20 TAB (PLUSANDEX),DICLOFENAC,PlusAndex,796,7.79,30.08.2024,0.1,21 DÍAS,7.011,,0
102875,7594001100362,TIOCHAX 4 MG X 12 TAB,TIOCOLCHICÓSIDO,PlusAndex,146,14.94,30.11.2024,0.05,21 DÍAS,14.193,,0
110027,7594001101345,ACIDO FOLICO 10 MG X 30 TAB (PLUS AND,ÁCIDO FÓLICO,PlusAndex,2009,6.91,30.12.2024,,21 DÍAS,6.91,,0
108582,7594001101178,KETOPROFENO 100 MG X 10 TAB PLUSANDEX,KETOPROFENO,PlusAndex,22,6.23,28.02.2027,,21 DÍAS,6.23,,0
102869,7594001100171,PROPRANOLOL  40 MG X 20 COMP PLUS,PROPRANOLOL,PlusAndex,141,6.23,30.12.2024,,21 DÍAS,6.23,,0
102876,7594001100416,IPROXIN 500 MG X 12 TAB,CIPROFLOXACINA,PlusAndex,244,13.9,30.10.2023,,21 DÍAS,13.9,,0
102884,7594001100591,MISULVAN 7.5 MG X 30 ML GOT (AMBROXOL),AMBROXOL,PlusAndex,288,6.88,28.02.2025,,21 DÍAS,6.88,,0
110270,7594001101383,LORADEX 10 MG X 10 TAB (PLUSANDEX),LORATADINA,PlusAndex,966,4.16,30.11.2026,0.05,21 DÍAS,3.952,,0
116017,7594001101635,LORADEX 1 MG/ ML X 30 ML JARABE,LORATADINA,PlusAndex,304,5.14,30.09.2024,0.05,21 DÍAS,4.883,,0
108439,7594001100263,ALBENDAZOL 200 MG X 2 TAB  (PLUS ANDEX,ALBENDAZOL,PlusAndex,216,3.48,30.04.2023,,21 DÍAS,3.48,,0
110269,7594001101369,AZITRODEX 500 MG X 5 TAB (PLUSANDEX),AZITROMICINA,PlusAndex,346,16.48,28.02.2024,0.1,21 DÍAS,14.832,,0
102886,7594001100614,MISULVAN PED 15 MGX 120 ML JAR (AMBROXOL,,PlusAndex,202,8.49,30.03.2024,,21 DÍAS,8.49,,0
108440,7594001100256,ALBENDAZOL 200 MG X 6 TAB  (PLUS ANDEX,ALBENDAZOL,PlusAndex,324,6.26,30.09.2023,,21 DÍAS,6.26,,0
109652,7594001101123,IBUPROFENO 400 MG X 10 TAB (PLUS AND,IBUPROFENO,PlusAndex,494,6.39,30.08.2023,0.05,21 DÍAS,6.0705,,0
102868,7594001100164,PROVIM X 20 GRA (PLUS ANDEX),ÁCIDO ASCÓRBICO; CALCIO; COLECALCIFEROL; EL METAL DEL HIERRO; MAGNESIO; NICOTINAMIDA; FÓSFORO; PIRIDOXINA; RETINOL; RIBOFLAVINA,PlusAndex,666,16.36,30.11.2023,,21 DÍAS,16.36,,0
109756,7594001101314,ACIDO FOLICO 5 MG X 30 TAB (PLUS AND,ÁCIDO FÓLICO,PlusAndex,703,5.04,30.11.2025,,21 DÍAS,5.04,,0
102882,7594001100577,CLODOXIN 5MG/5ML 120 ML (PLUS ANDES),,PlusAndex,554,11.95,30.04.2025,,21 DÍAS,11.95,,0
110191,7594001101352,AZITRODEX 500 MG X 3 TAB (PLUSANDEX),AZITROMICINA,PlusAndex,2245,10.23,28.02.2024,0.1,21 DÍAS,9.207,,0
117408,7592454003445,LOSARTAN POT 50MG X 20BLIS X 7 TAB,LOSARTAN,Pharmetique,2,55.26,28.02.2024,,21 DÍAS,55.26,,0
117407,7592454003384,ACETAMINAFEN 500MG X 20 BLIS X5 TAB,PARACETAMOL,Pharmetique,10,29.01,30.01.2024,,21 DÍAS,29.01,,0
114367,7592454889315,ESOZ 40 MG X 28 CAP,ESOMEPRAZOL,Pharmetique,356,36.82,30.10.2023,,21 DÍAS,36.82,,0
115432,7592454891196,IBUPROFENO 200 MG X 10 TAB (LA SANTE),IBUPROFENO,Pharmetique,168,8.16,30.04.2024,,21 DÍAS,8.16,,0
117491,7703763638208,RIXIGAL 100MG/5ML P/SUSP ORAL 100ML,LA RIFAXIMINA,Pharmetique,33,58.27,30.09.2023,,21 DÍAS,58.27,,0
110924,7703763341092,"VALSARTAN HCT 80/12,5MG X 14TAB LA SANTE",VALSARTÁN,Pharmetique,24,15.19,30.10.2025,,21 DÍAS,15.19,,0
114452,7592454889384,DOMPERIDONA 10 MG X 30 TAB (LA SANTE),DOMEPERIDONA,Pharmetique,245,12.43,30.01.2024,,21 DÍAS,12.43,,0
115450,7592454891318,"DESLER 0,5 MG JBE X 60 ML",DESLORATADINA; MONTELUKAST,Pharmetique,205,14.32,30.08.2023,,21 DÍAS,14.32,,0
117458,7592454003391,ACETAMINAFEN 650 MG X 20 BLIS X5 TAB,PARACETAMOL,Pharmetique,40,41.44,28.02.2024,,21 DÍAS,41.44,,0
115639,7592454891356,"BUCOXOLGAR 0,15-0,25% MIEL-LIMON 120ML",BENCIDAMINA; CETILPIRIDINIO,Pharmetique,140,12.34,28.02.2024,,21 DÍAS,12.34,,0
116615,7709031877546,PROCILUS D2 X 10 SOBRES,BACILLUS CLAUSII; ZINC,Pharmetique,112,39.09,30.09.2023,30% APLICADO EN COSTO ,21 DÍAS,39.09,,0
103087,7592454138857,DAKSOL 500 MG X 4 TABL,SECNIDAZOLE,Pharmetique,171,10.91,30.07.2024,,21 DÍAS,10.91,,0
116868,7703763889099,OMEPRAZOL 40 MG X 30 CAP,OMEPRAZOL,Pharmetique,214,25.91,30.12.2023,,21 DÍAS,25.91,,0
109089,7703763090341,ATENOLOL 50 MG X 30 TAB  (LA SANTE),ATENOLOL,Pharmetique,202,19.34,30.04.2023,,21 DÍAS,19.34,,0
117016,7703763288601,VIT C NARANJA 500MG 12 SOBRES X 12 TAB,LA VITAMINA DEL COMPLEJO B,Pharmetique,56,98.09,30.08.2024,,21 DÍAS,98.09,,0
115487,7592454891394,TALYSTO 5 MG X 10 TAB MASTICABLES,TADALAFILO,Pharmetique,217,7.66,30.05.2023,,21 DÍAS,7.66,,0
117222,7703763818884,VIT C 500MG TUTTI FRUTTI DISP.CJA 10X10,ÁCIDO ASCÓRBICO,Pharmetique,50,67.7,30.12.2024,,21 DÍAS,67.7,,0
102359,7592454381079,TRIPUR X 20 COM,SULFAMETOXAZOL; TRIMETOPRINA,Pharmetique,168,10.88,30.01.2027,5% APLICADO EN COSTO ,21 DÍAS,10.88,,0
115929,7703763145768,SULAMP 750 MG X 14 TAB,SULTAMICILINA,Pharmetique,352,77.96,30.10.2023,10% APLICADO EN COSTO ,21 DÍAS,77.96,,0
115940,7703763631117,FEXOFENADINA CLORHIDRATO 120MG X 10 TAB,FEXOFENADINA,Pharmetique,71,15.19,30.12.2023,,21 DÍAS,15.19,,0
115376,7592454891264,ESOZ 20 MG X 7 CAP,ESOMEPRAZOL,Pharmetique,216,9.82,28.02.2023,10% APLICADO EN COSTO ,21 DÍAS,9.82,,0
115441,7592454889629,"BROXOLGRIP 80MG-0,5MG SOL GOT PED X 30ML",LORATADINA; PARACETAMOL; PSEUDOEFEDRINA,Pharmetique,64,9.09,30.03.2024,,21 DÍAS,9.09,,0
115939,7703763391172,NITAXOZANIDA 500MG X 6 TABLETAS,LA NITAZOXANIDA,Pharmetique,485,30.39,30.11.2023,,21 DÍAS,30.39,,0
103091,7703763226054,CEFADROXILO 500 MG X 12 CAP (LA SANTE),CEFADROXILO,Pharmetique,271,29.13,30.07.2023,,21 DÍAS,29.13,,0
107324,7592454889568,AMLODIPINA 10 MG X 30 TAB (LA SANTE),AMLODIPINO,Pharmetique,274,15.19,30.09.2023,,21 DÍAS,15.19,,0
110599,7703763190270,"LOSARTAN+HIDRO 50MG/12,5 X15TAB LA SANTE",LOSARTAN,Pharmetique,173,12.43,30.10.2023,,21 DÍAS,12.43,,0
102320,7592454153294,LORACERT 5 MG/5ML X 60 ML,LORATADINA; PSEUDOEFEDRINA,Pharmetique,248,8.18,28.02.2024,,21 DÍAS,8.18,,0
112327,7592454002547,IRBESARTAN 150 MG X 10 TAB (LA SANTE),IRBESARTÁN,Pharmetique,247,13.68,30.08.2023,10% APLICADO EN COSTO ,21 DÍAS,13.68,,0
116038,7592454889650,ATORVASTATINA 20MG X 30 TAB. REC,ATORVASTATINA,Pharmetique,88,20.73,30.10.2023,,21 DÍAS,20.73,,0
116614,7592454889995,LEVOSULPIRIDE 25 MG X 30 TAB,LEVOSULPIRIDE,Pharmetique,207,16.58,30.11.2023,,21 DÍAS,16.58,,0
117015,7703763777709,VIT C MANDARINA 500MG 12 SOBRES X 12 TA,LA VITAMINA DEL COMPLEJO B,Pharmetique,119,96.71,30.09.2024,,21 DÍAS,96.71,,0
109092,7703763090358,ATENOLOL 100 MG X 30 TAB (LA SANTE),ATENOLOL,Pharmetique,111,19.48,30.09.2023,,21 DÍAS,19.48,,0
110429,7703763200900,ATORVASTATINA 20 MG X 14 TAB (LA SANTE),ATORVASTATINA,Pharmetique,123,11.05,30.11.2023,,21 DÍAS,11.05,,0
116986,7703763001460,VIT C NARJ+ZINC 500MG/15MG X 12SOBX12TAB,,Pharmetique,130,93.26,30.11.2023,25% APLICADO EN COSTO ,21 DÍAS,93.26,,0
117616,7592454003339,"DIANALPER 1,16% GEL X 30 g",DICLOFENAC,Pharmetique,95,10.57,30.09.2023,15% APLICADO EN COSTO ,21 DÍAS,10.57,,0
111397,7592454891189,CANDESARTAN 16 MG X 10 TAB (LA SANTE),CANDESARTÁN,Pharmetique,172,13.82,30.06.2023,,21 DÍAS,13.82,,0
117221,7703763112869,NITAX 500MG X 6 TAB RECUB (NITAXOZANIDA),LA NITAZOXANIDA,Pharmetique,140,39.55,30.06.2023,,21 DÍAS,39.55,,0
102323,7592454154055,KETOPROFENO 100 MG 20 CAP (LA SANTE),KETOPROFENO,Pharmetique,69,15.19,30.01.2024,,21 DÍAS,15.19,,0
110823,7592454001779,TIOCOLFEN 600 MG/4 MG X 15 TAB,,Pharmetique,88,38.25,30.10.2023,15% APLICADO EN COSTO ,21 DÍAS,38.25,,0
113931,7592454889308,ESOZ 20 MG X 28 CAP,ESOMEPRAZOL,Pharmetique,218,28.64,30.08.2023,,21 DÍAS,28.64,,0
102329,7592454172073,PIROXICAM 20 MG X 10 CAP (LA SANTE),PIROXICAM,Pharmetique,206,11.05,30.11.2026,,21 DÍAS,11.05,,0
103100,7592454003353,IBUPROFENO 100 MG/5ML X 60 ML (LA SANTE),IBUPROFENO,Pharmetique,32,10.22,30.01.2024,,21 DÍAS,10.22,,0
117053,7592454890076,ESOMEPRAZOL 20mg TAB REC X 14,ESOMEPRAZOL,Pharmetique,129,13.82,30.08.2023,,21 DÍAS,13.82,,0
115638,7592454891332,"BUCOXOLGAR 0,15-0,25% FRUTOS ROJOS 120ML",BENCIDAMINA; CETILPIRIDINIO,Pharmetique,137,12.34,28.02.2024,,21 DÍAS,12.34,,0
116047,7592454003308,LOSARTAN+HCTZ 100 / 25MG X10TAB,HIDROCLOROTIAZIDA; LOSARTAN,Pharmetique,141,9.81,30.01.2024,,21 DÍAS,9.81,,0
113130,7592454002653,DICLOFENAC POT 50 MG X 30 TAB (LA SANTE),DICLOFENAC,Pharmetique,4,7.74,28.02.2024,20% APLICADO EN COSTO ,21 DÍAS,7.74,,0
117417,7703763306640,RIXIGAL 400 MG X 6TAB RECUB (RIFAXIMINA),LA RIFAXIMINA,Pharmetique,164,62.08,30.08.2023,15% APLICADO EN COSTO ,21 DÍAS,62.08,,0
117697,7592454890090,ESOMEPRAZOL 40mg TAB REC X 14,,Pharmetique,143,17.96,30.09.2023,,21 DÍAS,17.96,,0
115447,7592454891325,DESLER 5 MG X 10 TAB,DESLORATADINA; MONTELUKAST,Pharmetique,103,12.88,28.02.2024,,21 DÍAS,12.88,,0
117610,7592454002462,ESOZ 40MG AMOXIC 500MG CLARITR 500MG,,Pharmetique,145,93.03,30.09.2023,10% APLICADO EN COSTO ,21 DÍAS,93.03,,0
115650,7592454891387,BUCOXOLGAR 3MG-1MG MIEL Y LIMON TAB X 10,,Pharmetique,88,10.39,30.03.2024,,21 DÍAS,10.39,,0
113141,7592454003063,ANALPER FEM PLUS  200/10 MG X 10 TAB,PARACETAMOL,Pharmetique,30,10.75,28.02.2024,40% APLICADO EN COSTO,21 DÍAS,10.75,,0
112323,7592454002400,BETAHISTINA 16 MG X 20 TAB (LA SANTE),BETAHISTINA,Pharmetique,709,29.01,30.08.2023,,21 DÍAS,29.01,,0
103079,7592454120371,ALBENDAZOL 200 MG X 6 TAB (LA SANTE),,Pharmetique,131,13.82,30.03.2025,,21 DÍAS,13.82,,0
102302,7592454120302,AMBROXOL 30MG JBE X 120ML ADTO (LA SANTE,AMBROXOL,Pharmetique,126,17.96,30.03.2024,,21 DÍAS,17.96,,0
115968,7703763750184,VIT C 500MG MANDR DISP.CJA 10X10 TIRAS,ÁCIDO ASCÓRBICO,Pharmetique,176,77.51,30.09.2024,,21 DÍAS,77.51,,0
117560,7703763641000,TERBINAFINA  250 MG X 14 TAB,TERBINAFINA,Pharmetique,129,25.71,28.09.2023,10% APLICADO EN COSTO ,21 DÍAS,25.71,,0
109165,7703763190034,LOSARTAN POTASICO 50MG X 14 TAB LA SANTE,LOSARTAN,Pharmetique,59,7.74,28.02.2024,20% APLICADO EN COSTO ,21 DÍAS,7.74,,0
