Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12
D-0058,,ALCOHOL ABSOLUTO EXTRAFINO 250 ML,14.48,3.0690970750317934,FRASCO X 250 ML,FARMAGENIK,NACIONAL / IMPORTADO,,25525779,,0,0
D-0103,,ALCOHOL ANTISÉPTICO AL 70 % X  1 LT,20.129365079365083,4.266503831997686,FRASCO X 1 LT,EL GUARDIAN,NACIONAL / IMPORTADO,,7592044000113,,0,0
D-0102,,ALCOHOL ANTISÉPTICO AL 70 % X 500 ML,10.668253968253968,2.2611814260818073,FRASCO X 500 ML,EL GUARDIAN,NACIONAL / IMPORTADO,,7592044000106,,0,0
D-0076,,ALCOHOL ISOPROPILICO AL 70% X 1LT,20.603968253968254,4.367097976678307,FRASCO X 1 LT,KENELI ACTIVE,NACIONAL / IMPORTADO,,,,0,0
M-1526,,"ALDUZOL AMP (SALBUTAMOL) 2,5 MG / 2,5 ML SOL P/ NEBULIZAR AMP (11/2022)",3.5801587301587303,0.7588297435690399,AMPOLLA,ALFA,NACIONAL / IMPORTADO,,7468999198642,,0,0
M-0440,,ALERGOT (AZELASTINA) SOL. OFTALMICA,23.959999999999997,5.078423060618905,FRASCO X 5ML,OFTALMI,NACIONAL / IMPORTADO,,7591196002693,,0,0
Q-123,,ALGODÓN 500GR ,19.104,4.049173378550233,ROLLO,IM-SUMEDICAL,MEDICO / QUIRURGICO,1,707273544483,,0,0
M-1152,,"ALPRAM 0,5 MG X 30 TAB",12.2890625,2.6047186307757526,CAJA X 30 TAB,VALMORCA,PSICOTROPICO / ESTUPEFACIENTE,1,7591020005296,,0,0
M-1153,,ALPRAM 1 MG X 30 TAB,17.5296875,3.715491203899958,CAJA X 30 TAB,VALMORCA,PSICOTROPICO / ESTUPEFACIENTE,1,7591020005302,,0,0
M-1154,,ALPRAM 2 MG X 30 TAB,23.400000000000002,4.959728698601102,CAJA X 30 TAB,VALMORCA,PSICOTROPICO / ESTUPEFACIENTE,1,7591020005319,,0,0
M-0823,,ALPRAMACK (ALPRAZOLAM) 1MG X 30 TAB,18.140000000000004,3.8448495125053,CAJA X 30 TAB,CALOX ,PSICOTROPICO / ESTUPEFACIENTE,1,7591519317824,,0,0
M-1523,,ALPRAZOLAM 1 MG X 30 COMP,15.904687500000001,3.371065599830437,CAJA X 30 COMP,ATHENA,PSICOTROPICO / ESTUPEFACIENTE,1,7730932391060,,0,0
M-1694,,ALPRAZOLAM 2 MG X 30 TAB,11.67,2.473505722763883,CAJA X 30 TAB,DAC,PSICOTROPICO / ESTUPEFACIENTE,1,7598578000407,,0,0
M-1231,,AMBIODIPINA (AMLODIPINA) 10 MG TABLETAS,1.3103174603174603,0.27772731248780425,BLISTER X 10 TAB,BIOVENEZUELA,NACIONAL / IMPORTADO,,28904030979311,,0,0
M-1232,,AMBIODIPINA (AMLODIPINA) 5 MG TABLETAS,1.1865079365079367,0.25148536170155505,BLISTER X 10 TAB,BIOVENEZUELA,NACIONAL / IMPORTADO,,28904030979304,,0,0
M-0608,,AMBROXOL 15 MG/5ML JBE X 120 ML PEDIATRICO  (ÉLTER),13.83,2.931326833403985,FRASCO X 120 ML,LA SANTÉ,NACIONAL / IMPORTADO,,75924541202031,,0,0
M-0675,,AMBROXOL 30MG/5ML JBE X 120 ML ADULTO (ELTER),17.97,3.8088172954641797,FRASCO X 120 ML,LA SANTÉ,NACIONAL / IMPORTADO,,7592454120302,,0,0
M-0208,,AMIKACINA 100MG AMPOLLA,3.2603174603174603,0.6910380373712294,AMPOLLA,BIOSANO,NACIONAL / IMPORTADO,,7800061031103,,0,0
M-1272,,AMIKACINA 500 MG / 2 ML SOL INY I.M/I.V,9.879999999999997,2.094107672742687,VIAL,RONAVA,NACIONAL / IMPORTADO,,7592806112030,,0,0
M-0751,,AMIKACIS (AMIKACINA) 5% X 20 GR CREMA (11/2022),9.739682539682539,2.0643667951849385,TUBO X 20 GR,BOOZ,NACIONAL / IMPORTADO,,7597072001262,,0,0
M-1580,,AMINOFILINA 200 MG X 20 COMP (EQ. KLAS) ,3.188095238095238,0.6757302327459174,CAJA X 20 COMP,TEUTO,NACIONAL / IMPORTADO,,7896112110354,,0,0
L-0023,,AMIODARONA 200 MG TABLETAS,13.092857142857143,2.775086295645855,BLISTER X 10 TAB,LAND,NACIONAL / IMPORTADO,,7598008000113,,0,0
L-0087,,AMITRIPTILINA 25MG TAB,1.5476190476190477,0.32802438482811525,BLISTER X 10 TAB,LAND,NACIONAL / IMPORTADO,,7598008000748,,0,0
M-0897,,AMLODIPINA 10MG X 10 TAB (06/2022),4.52,0.9580330648579906,CAJA X 10 TAB,CALOX ,NACIONAL / IMPORTADO,,7591519001358,,0,0
M-0547,,AMLODIPINA 5 MG  X 10 TAB,0.8563492063492064,0.1815068262715571,BLISTER X 10 TAB,BALAXI,NACIONAL / IMPORTADO,,6937874106252,,0,0
M-1447,,AMLODIPINA 5 MG + ATORVASTATINA 20 MG (ATODIP) X 30 TABLETAS RECUBIERTAS,19.1152,4.05154726579059,CAJA X 30 TAB,VALMORCA,NACIONAL / IMPORTADO,,7591020080774,,0,0
L-0001,,AMLODIPINA BESILATO 10 MG TABLETAS,2.011904761904762,0.4264317002765498,BLISTER X 10 TAB,LAND,NACIONAL / IMPORTADO,,7598008000120,,0,0
L-0002,,AMLODIPINA BESILATO 5 MG TABLETAS,1.8055555555555556,0.3826951156328011,BLISTER X 10 TAB,LAND,NACIONAL / IMPORTADO,,7598008000137,,0,0
M-0593,,AMLODIPINO 10 MG X 10 TAB (ÉLTER)  (06/2022),5.653968253968255,1.1983824192387145,CAJA X 10 TAB,LA SANTÉ,NACIONAL / IMPORTADO,,7592454886994,,0,0
M-0558,,AMOXICILINA 500 MG X 8 CAP,6.57,1.3925392115303095,CAJA X 8 CAP,LABORATORIO QUIM-FAR,NACIONAL / IMPORTADO,,7592236002024,,0,0
M-1253,,AMOXIVAL (AMOXICILINA) 250MG/5ML X 90 ML POLVO PARA SUSP ORAL ,23.765625,5.037224459516745,FRASCO X 90 ML,VALMORCA,NACIONAL / IMPORTADO,,7591020000758,,0,0
M-1375,,AMPICILINA 1 G AMPOLLA,2.682539682539683,0.5685756003687331,AMPOLLA,VITALIS,NACIONAL / IMPORTADO,,709193551056,,0,0
M-1284,,AMPICILINA 1 G POLVO PARA INY IM/IV VIAL,2.321428571428572,0.492036577242173,VIAL,BALAXI,NACIONAL / IMPORTADO,,6937874104951,,0,0
M-0313,,AMPICILINA 500MG AMP,2.6103174603174604,0.553267795743421,AMPOLLA,VITALIS,NACIONAL / IMPORTADO,,7707236121587,,0,0
M-0633,,ANALPER CAF (ACETAMINOFEN + CAFEINA) 500MG-40MG X 10 TAB,9.75,2.066553624417126,CAJA X 10 TAB,LA SANTÉ,NACIONAL / IMPORTADO,,7592454001212,,0,0
M-0634,,ANALPER FORTE 650 MG X 10 TAB REFORMULADO,6.5,1.377702416278084,CAJA X 10 TAB,LA SANTÉ,NACIONAL / IMPORTADO,,7592454000802,,0,0
M-0667,,ANALPER NAX 250 MG X 10 CAP ,11.06,2.3442136498516324,CAJA X 10 CAP,LA SANTÉ,NACIONAL / IMPORTADO,,7592454000789,,0,0
M-0668,,ANALPER PLUS 500MG/10MG TAB X 10,19.36,4.1034336583298,CAJA X 10 CAP,LA SANTÉ,NACIONAL / IMPORTADO,,7592454000796,,0,0
M-0902,,ANAPIR (IBUPROFENO) 200MG X 10 CAPSULAS BLANDAS,7.009600000000001,1.4857142857142858,CAJA X 10 CAP,FC PHARMA,NACIONAL / IMPORTADO,,7593090000157,,0,0
M-0164,,ANAPIR (IBUPROFENO) 400MG X 10 CAPSULAS BLANDAS,12.0952,2.5636286562102586,CAJA X 10 CAP,FC PHARMA,NACIONAL / IMPORTADO,,7593090001024,,0,0
M-1550,,"ANASMOL2,5 (WARFARINA SODICA) 2,5 MG X 30 COMPRIMIDOS",22.1,4.684188215345486,CAJA X 30 COMP,ROWE,NACIONAL / IMPORTADO,,7591955003084,,0,0
M-1104,,ANGRIP DIA (ACETAMINOFEN 500MG + CLORFENAMINA MALEATO 2 MG + CAFEINA 30 MG) X 8 COMP ,10.4,2.2043238660449345,CAJA X 8 COMP,GMP,NACIONAL / IMPORTADO,,7591619518978,,0,0
M-1105,,ANGRIP NOCHE (ACETAMINOFEN 500 MG + CLORFENIRAMINA MALEATO 3 MG) X 4 COMP REC,9.1,1.9287833827893175,CAJA X 4 COMP,GMP,NACIONAL / IMPORTADO,,7591619518985,,0,0
M-0503,,"ANTAAR HCT (BISOPROLOL + HIDROCLOROTIAZIDA) 2,5MG/6,25 MG X 30 TAB",30.74,6.515472657905892,CAJA X 30 TAB,MCK PHARMACEUTICAL,NACIONAL / IMPORTADO,,7591519317367,,0,0
M-1581,,APETIVITON (CIPROEPTADINA + VIT B+ VIT D + VIT C) X 240 ML SOL ORAL SABOR CEREZA CARAMELO (EQ. APETININ),10.2984375,2.1827972657905894,FRASCO X 240 ML,CIFARMA,NACIONAL / IMPORTADO,,7898495603843,,0,0
M-0450,,APYRENE (ACETAMINOFEN) 650MG X 10 CAPSULAS,6.6976,1.419584569732938,CAJA X 10 CAP,FC PHARMA,NACIONAL / IMPORTADO,,7593090000034,,0,0
M-1528,,ARCOVAL (ETORICOXIB) 90 MG X 7 TAB REC,18.342187499999998,3.887704005934718,CAJA X 7 TAB,VALMORCA,NACIONAL / IMPORTADO,,7591020009164,,0,0
M-1273,,ARTENOLOL (ATENOLOL) 100 MG X 30 TAB (11/2022),14.559999999999999,3.0860534124629075,CAJA X 30 TAB,RONAVA,NACIONAL / IMPORTADO,,7592806133066,,0,0
L-0028,,ATENOLOL 25 MG TABLETAS,1.6714285714285717,0.3542663356143645,BLISTER X 10 TAB,LAND,NACIONAL / IMPORTADO,,7598008000168,,0,0
L-0037,,ATENOLOL 50 MG TABLETAS,2.4865079365079366,0.5270258449571718,BLISTER X 10 TAB,LAND,NACIONAL / IMPORTADO,,7598008000175,,0,0
M-0476,,ATORVACOF (ATORVASTATINA) 20MG X 14 TAB,13.889999999999999,2.9440440864773207,CAJA X 14 TAB,COFASA,NACIONAL / IMPORTADO,,7591818210512,,0,0
L-0014,,ATORVASTATINA 40 MG TABLETAS,5.602380952380952,1.1874482730777771,BLISTER X 10 TAB,LAND,NACIONAL / IMPORTADO,,7598008000199,,0,0
M-0237,,"ATRACURIO BESILATO 25MG/2,5ML (07/2022)",8.40873015873016,1.7822658242327596,AMPOLLA,BIOSANO,NACIONAL / IMPORTADO,,7800061033169,,0,0
M-1381,,ATROALDO (BROMURO DE IPRATROPIO) 20 MCG X 200 DOSIS SOLUCION PARA INHALAR + DISPOSITIVO (ALDO UNION),48.1,10.194997880457821,UNIDAD,POLINAC,NACIONAL / IMPORTADO,,8470006723128,,0,0
M-0931,,AZITRODEX 500 MG X 3 TABLETAS RECUBIERTAS,8.707936507936507,1.8456838719661948,CAJA X 3 TAB,PLUSANDEX,NACIONAL / IMPORTADO,,7594001101352,,0,0
L-0038,,AZITROMICINA 500 MG TABLETAS X 3,9.368253968253969,1.985640942826191,CAJA X 3 TAB,LAND,NACIONAL / IMPORTADO,,7598008000212,,0,0
M-1673,,AZITROMICINA 500 MG X 3 TABLETAS,8.297656250000001,1.7587232407799918,CAJA X 3 TAB,DAC,NACIONAL / IMPORTADO,,7598578000049,,0,0
M-1674,,BACITRACINA 500 UI/G UNGÜENTO,9.171093749999999,1.943852002967359,TUBO,DAC,NACIONAL / IMPORTADO,,7598578000469,,0,0
M-1261,,BACTEVAL (SULFAMETIZOL 250 MG + FENAZOPIRIDINA CLORHIDRATO 50 MG) X 24 COMPRIMIDOS,22.911200000000004,4.856125476896991,CAJA X 24 COMP,VALMORCA,NACIONAL / IMPORTADO,,7591020007825,,0,0
M-1575,,BARROCUTINA TEENS GEL LIMPIADOR FACIAL DE USO DIARIO X 120 ML,16.203200000000002,3.434336583298008,FRASCO X 120 ML,FC PHARMA,NACIONAL / IMPORTADO,,7593090002397,,0,0
M-1576,,BARROCUTINA TEENS TONICO FACIAL ASTRINGENTE X 120 ML,20.602399999999996,4.366765578635014,FRASCO X 120 ML,FC PHARMA,NACIONAL / IMPORTADO,,7593090000577,,0,0
M-1583,,BELSPAN COMPUESTO (BUTILBROMURO DE ESCOPOLAMINA 10 MG + DIPIRONA SODICA 250 MG) X 20 GRAGEAS (EQ. SARIFAN),19.03571428571429,4.034699933385818,CAJA X 20 GRAGEAS,BELFAR,NACIONAL / IMPORTADO,,7897917001397,,0,0
M-1584,,BENATUX (DIFENHIDRAMINA 5 MG + AMONIO 50 MG + CITRATO DE SODIO 10 MG) X 120 ML SABOR MENTA,7.923809523809524,1.67948485031995,FRASCO X 120 ML,CIFARMA,NACIONAL / IMPORTADO,,7898495603812,,0,0
M-0676,,BETAHISTINA 16 MG X 20 TAB (ELTER) ,29.04,6.155150487494701,CAJA X 20 TAB,LA SANTÉ,NACIONAL / IMPORTADO,,7592454002400,,0,0
L-0097,,BETAMETASONA 4 MG / 1 ML AMP,1.8571428571428572,0.3936292617937383,AMPOLLA,LAND,NACIONAL / IMPORTADO,,7598008000779,,0,0
M-1328,,"BETASALICIS (BETAMETASONA 0,1% + ACIDO SALICILICO 0,05%) X 20 G CREMA",14.848437500000001,3.1471889571852483,TUBO X 20 GR,BOOZ,NACIONAL / IMPORTADO,,7597072001149,,0,0
M-0960,,"BETRICORT (CETOCONAZOL 20 MG + BETAMETASONA 0,64 MG + NEOMICINA 2,5 MG) X 30 GR (EQ. BAYCUTEN Y QUADRIMER)",9.29296875,1.9696839232725731,TUBO,GEOLAB,NACIONAL / IMPORTADO,,7899095203266,,0,0
M-0515,,BICARBONATO DE SODIO  5% 100 ML,19.03,4.033488766426452,FRASCO,LAB BEHRENS,NACIONAL / IMPORTADO,,7592637000100,,0,0
M-0504,,BIOCOR AMLO (OLMESARTAN 20 MG + AMLODIPINA 5 MG) X 30 TAB ,29.25,6.199660873251378,CAJA X 30 TAB,MCK PHARMACEUTICAL,NACIONAL / IMPORTADO,,7591519316247,,0,0
M-1460,,BIOCOR AMLO (OLMESARTAN 40 MG + AMLODIPINA 5 MG) X 10 TAB,14.63,3.1008902077151337,CAJA X 10 TAB,MCK PHARMACEUTICAL,NACIONAL / IMPORTADO,,7591519317688,,0,0
M-0505,,BIOCOR AMLO (OLMESARTAN 40 MG + AMLODIPINA 5 MG) X 30 TAB ,35.1,7.439593047901654,CAJA X 30 TAB,MCK PHARMACEUTICAL,NACIONAL / IMPORTADO,,75915193162230,,0,0
M-1329,,BOOZSPORT (SALICILATO METILICO 10% + MENTOL 7% + ALCANFOR 2%) X 40 G CREMA,9.368253968253969,1.985640942826191,TUBO X 40 GR,BOOZ,NACIONAL / IMPORTADO,,7597072001187,,0,0
M-1213,,"BOROCANFOR RELAX ""ANTI-ROCE"" BARRA X 14 GR",13.474603174603176,2.85599897723679,BARRA,LAB. VITA,NACIONAL / IMPORTADO,,7591808525114,,0,0
M-1288,,BOSKA (PARACETAMOL 500 MG + CAFEINA 30 MG) X 10 TAB,2.734126984126984,0.5795097465296702,BLISTER X 10 TAB,BALAXI,NACIONAL / IMPORTADO,,18906101701589,,0,0
M-1585,,BRIMONIDINA 2 MG X 5 ML GOTAS OFTALMICAS (EQ. ALFADYN),26.144444444444446,5.54142527436296,GOTAS X 5 ML,TEUTO,NACIONAL / IMPORTADO,,7896112129363,,0,0
M-0187,,"BRODILIN 0,005MG/5ML JBE PEDIATRICO X 120ML ",17.519047619047623,3.713236036254265,FRASCO,ZUOZ PHARMA,NACIONAL / IMPORTADO,,7591651896805,,0,0
M-1392,,BROMHEXINA 4MG/ 5ML X 120 ML ,12.44,2.6367104705383637,FRASCO X 120 ML,LA SANTÉ,NACIONAL / IMPORTADO,,7592454891448,,0,0
M-0728,,BROXOL 50 MG/5 ML X 120 ML JARABE PEDIATRICO,18.2,3.857566765578635,FRASCO X 120 ML,LA SANTÉ,NACIONAL / IMPORTADO,,7592454536370,,0,0
M-0669,,BROXOL FLEM 100MG/15ML JARABE X 120 ML,19.5,4.133107248834252,FRASCO X 120 ML,LA SANTÉ,NACIONAL / IMPORTADO,,7592454000444,,0,0
M-0940,,BROXOL FLEM GOTAS X 30 ML,15.6,3.3064857990674015,FRASCO X 30 ML,LA SANTÉ,NACIONAL / IMPORTADO,,75924548890994,,0,0
M-0630,,BROXOL GRIP  125-1MG/5 ML JBE PEDIATRICO,11.96,2.5349724459516745,FRASCO,LA SANTÉ,NACIONAL / IMPORTADO,,7592454000734,,0,0
M-0635,,"BUCOXOLGAR 0,15/0,25% SOL TOP. SABOR FRUTOS ROJOS ",12.35,2.6176345909283594,FRASCO X 120 ML,LA SANTÉ,NACIONAL / IMPORTADO,,7592454891332,,0,0
