Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14
21858,ACETAMINOFEN COM 650 MG X 10 GVN    ,ACETAMINOFEN,571,"LABORATORIOS LETI, S.A.V.          ",7591585279057,MEDICINAS                     ,4.55,2758,0.2,0,3.6399999999999997,21,,0
15591,ACETAMINOFEN COM 650 MG X 30 GNV    ,ACETAMINOFEN,571,"LABORATORIOS LETI, S.A.V.          ",7591585179050,MEDICINAS                     ,14.32,690,0,0,14.32,21,,0
23015,NONAFOL TAB 10 MG X 10              ,AC FOLICO,622,"MEYER PRODUCTOS TERAPEUTICOS, S.A. ",999,MEDICINAS                     ,7.79,0,0.5,0,,21,,
22931,ACETAMINOFEN COMP 500 MG X 10 GNV   ,ACETAMINOFEN,571,"LABORATORIOS LETI, S.A.V.          ",7591585376657,MEDICINAS                     ,3.48,463,0.2,0,2.784,21,,0
23926,ACETAMINOFEN COMP 750 MG X 10 BIOQ  ,ACETAMINOFEN,1023,"BIOQUIMICA INTERNACIONAL, C.A.     ",7594000851289,MEDICINAS                     ,7.16,415,0,0,7.16,0,,0
98401,ACETAMINOFEN SOL 120 MG/5ML X100 ML ,ACETAMINOFEN,1023,"BIOQUIMICA INTERNACIONAL, C.A.     ",7594000850855,MEDICINAS                     ,9.6,8090,0,0,9.6,0,,0
14455,ACETAMINOFEN SOL 180 MG/5 ML X 120 M,ACETAMINOFEN,1023,"BIOQUIMICA INTERNACIONAL, C.A.     ",7594000850824,MEDICINAS                     ,12.61,1593,0,0,12.61,0,,0
18358,NONAFOL SOL GTA 10 MG/ML X 15 ML    ,AC FOLICO,622,"MEYER PRODUCTOS TERAPEUTICOS, S.A. ",7592601303114,MEDICINAS                     ,14.29,0,0.5,0,,21,,
22400,ACETAMINOFEN TAB 500 MG X 12 BIOQ   ,ACETAMINOFEN,1023,"BIOQUIMICA INTERNACIONAL, C.A.     ",7594000850626,MEDICINAS                     ,6.56,692,0,0,6.56,0,,0
24143,CARBAMAZEPINA TAB 200 MG X 300 LAPRO,CARBAMAZEPINA,1469,CASA DE REPRESENTACION FARMACEUTICA,7703038050124,MEDICINAS                     ,399.17,17,0.5,0,199.585,0,,
21355,METRONIDAZOL INF 500MG/100 ML GKV   ,METRONIDAZOL,1385,"BIOTECHNOLOGIA GKV, C.A            ",7595624200507,MEDICINAS                     ,8.68,0,0.482,0,,0,,
7537,ACETAMINOFEN TAB 500 MG X 20 LA SANT,ACETAMINOFEN,348,"LABORATORIOS LA SANTE, C.A.*ELTER  ",7592454000031,MEDICINAS                     ,6.91,2194,0,0,6.91,30,,0
22401,ACETAMINOFEN TAB 500 MG X 24 BIOQ   ,ACETAMINOFEN,1023,"BIOQUIMICA INTERNACIONAL, C.A.     ",7594000850633,MEDICINAS                     ,10.96,903,0,0,10.96,0,,0
11552,ACETAMINOFEN TAB 650 MG X 10 LA SANT,ACETAMINOFEN,348,"LABORATORIOS LA SANTE, C.A.*ELTER  ",7592454001243,MEDICINAS                     ,4.81,6786,0,0,4.81,30,,0
15698,ACETAMINOFEN TAB 650 MG X10 PLX     ,ACETAMINOFEN,131,"LABORATORIO PLUSANDEX, C.A.        ",7594001101604,MEDICINAS                     ,3.86,4047,0,0,3.86,30,,0
11,ACETOBEN JBE 120 ML                 ,GUAIFENESINA,187,COMPAÑÍA ANONIMA PRODUCTOS RONAVA  ,7592806121018,MEDICINAS                     ,12.99,431,0,0,12.99,0,,0
22391,ACEVAL SOL 180MG/5ML PED X 120 ML   ,ACETAMINOFEN,547,"LABORATORIOS VALMOR, C.A.          ",7591020008839,MEDICINAS                     ,12.09,678,0,0,12.09,18,,0
646,ACEVAL TAB 650 MG X 10              ,ACETAMINOFEN,547,"LABORATORIOS VALMOR, C.A.          ",759102008839,MEDICINAS                     ,6.48,975,0.05,0,6.156000000000001,18,,0
3203,ACICLOR A.P COM 1 G X 10            ,ACICLOVIR,571,"LABORATORIOS LETI, S.A.V.          ",7591585111838,MEDICINAS                     ,52.31,76,0.03,0,50.740700000000004,21,,0
5513,EUSILEN AMP 4 MG X 2 + 2 COM/ALCHO  ,TIOCOLCHICOSIDO,481,"LABORATORIOS COFASA, S.A.          ",7591818113066,MEDICINAS                     ,18.96,0,0.3,0,,30,,
8876,ACICLOR CRM AL 5% X 10 G            ,0,356,"GENVEN GENERICOS VENEZOLANOS, S.A. ",7591585311634,MEDICINAS                     ,20.34,153,0.04,0,19.5264,21,,0
24245,ACICLOVIR CREM 5% X 5 G MVGA        ,ACICLOVIR,1454,"MVGA, C.A                          ",7750215001905,MEDICINAS                     ,15.92,979,0,0,15.92,0,,0
98573,ACICLOVIR CREMA 50 MG X 20GRS       ,ACICLOVIR,184,LABORATORIOS POLITECNICOS          ,7592348201117,MEDICINAS                     ,22.52,184,0,0,22.52,0,,0
93297,GLETOP TAB 20 MG X 10               ,ESOMEPRAZOL,1447,"GRUPO MEDICAR VENEZUELA, C.A.      ",8904091147632,MEDICINAS                     ,12.78,0,0,0,,0,,
5892,MIOVIT JBE 90 ML                    ,VIT B1/B6/B12,481,"LABORATORIOS COFASA, S.A.          ",7591818251362,MEDICINAS                     ,16.52,0,0,0,,30,,
24324,ACICLOVIR TAB 200 MG X 10 LATTAN    ,0,1429,CASA DE REPRESENTACION LATTAN MEDIC,720524031174,MEDICINAS                     ,8.29,633,0.1,0,7.460999999999999,30,,0
8409,DICLOFENAC POT COM 50 MG X 10 GENVEN,DICLOFENAC POTASICO,571,"LABORATORIOS LETI, S.A.V.          ",7591585279248,MEDICINAS                     ,3.77,0,0.45,0,,21,,
21354,CIPROFLOXACINA SOL INY 200MG/100 ML ,CIPROFLOXACINA,1385,"BIOTECHNOLOGIA GKV, C.A            ",7595624200408,MEDICINAS                     ,8.68,4,0.4371,0,4.885972,0,,
22279,ACICLOVIR TAB 200 MG X 100 GMP      ,ACICLOVIR,1365,"CASA DE REPRESENTACION DISTRILAB, C",7598252101307,MEDICINAS                     ,55.88,25,0.15,0,47.498000000000005,14,,0
24244,ACICLOVIR TAB 200 MG X 100 MVGA     ,ACICLOVIR,1454,"MVGA, C.A                          ",7750215003602,MEDICINAS                     ,65.14,35,0,0,65.14,0,,0
7859,ACICLOVIR TAB 200 MG X 24 LA SANTE  ,ACICLOVIR,348,"LABORATORIOS LA SANTE, C.A.*ELTER  ",7592454102001,MEDICINAS                     ,16.58,277,0,0,16.58,30,,0
7866,ACICLOVIR TAB 200 MG X 25  POLINAC  ,ACICLOVIR,184,LABORATORIOS POLITECNICOS          ,7592348201100,MEDICINAS                     ,15.58,149,0,0,15.58,0,,0
11560,ACICLOVIR TAB 200 MG X 25 CLX       ,ACICLOVIR,478,"CALOX INTERNATIONAL, C.A.          ",7591519005639,MEDICINAS                     ,19.49,242,0.2,0,15.591999999999999,30,,0
23880,ACIDO ACETILSALICILICO TAB 81MG X30 ,AC ACETILSALICILICO,1444,REPRESENTACIONES BLUE MEDICAL TRADE,7598127001046,MEDICINAS                     ,7.27,287,0.1,0,6.542999999999999,30,,0
99406,PEGYT CAP 75 MG X 20                ,PREGABALINA,571,"LABORATORIOS LETI, S.A.V.          ",7591585317018,MEDICINAS                     ,27.61,0,0.4,0,,21,,
24960,ACIDO ACETILSALISILICO COM 81MGX100 ,0,1350,CASA DE REPRESENTACION CHEMICAL DAM,999,MEDICINAS                     ,23.12,686,0,0,23.12,0,,0
21078,ENALAPRIL TAB 20 MG X 10 CLX        ,ENALAPRIL,478,"CALOX INTERNATIONAL, C.A.          ",7591519317787,MEDICINAS                     ,6.3,0,0.4,0,,30,,
23088,ACIDO ASCORBICO AMP 500MG/5ML X 10 D,AC ASCORBICO (VIT C),1365,"CASA DE REPRESENTACION DISTRILAB, C",17598252101540,MEDICINAS                     ,73.08,146,0.15,0,62.117999999999995,14,,0
14296,ACIDO ASCORBICO SOL GTA 100MG X30ML ,AC ASCORBICO (VIT C),1023,"BIOQUIMICA INTERNACIONAL, C.A.     ",7594000850282,MEDICINAS                     ,11.9,164,0,0,11.9,0,,0
22846,ACIDO FOLICO AMP 10MG/2ML X 10 DISTR,AC FOLICO,1365,"CASA DE REPRESENTACION DISTRILAB, C",17598252101571,MEDICINAS                     ,128.96,168,0.15,0,109.61600000000001,14,,0
4100,ACIDO FOLICO COM 10 MG X 20 G VARGAS,AC FOLICO,550,"LABORATORIOS VARGAS, S.A.          ",7591136926195,MEDICINAS                     ,12.22,378,0.3,0,8.554,0,,0
24,ACIDO FOLICO COM 10 MG X 20 KLI     ,AC FOLICO,240,"MEGALABS VZL, C.A.                 ",7591619501024,MEDICINAS                     ,10.39,80,0.3,0,7.273000000000001,30,,0
98454,ACIDO FOLICO COM 10 MG X 30         ,AC FOLICO,571,"LABORATORIOS LETI, S.A.V.          ",7591585271495,MEDICINAS                     ,10.05,1058,0.2,0,8.040000000000001,21,,0
96741,ACIDO FOLICO COM 10 MG X 30 GENCER  ,AC FOLICO,547,"LABORATORIOS VALMOR, C.A.          ",7591020008174,MEDICINAS                     ,9.75,238,0,0,9.75,18,,0
90738,ACIDO FOLICO COM 10 MG X 30 KLI     ,AC FOLICO,240,"MEGALABS VZL, C.A.                 ",7591619000220,MEDICINAS                     ,12.99,40,0.3,0,9.093,30,,0
23,ACIDO FOLICO COM 5 MG X 20 KLI      ,AC FOLICO,240,"MEGALABS VZL, C.A.                 ",7591619501017,MEDICINAS                     ,3.9,952,0,0,3.9,30,,0
92955,ACIDO FOLICO COM 5 MG X 30 KLI      ,AC FOLICO,240,"MEGALABS VZL, C.A.                 ",7591619000213,MEDICINAS                     ,7.79,1925,0,0,7.79,30,,0
99046,ACIDO FOLICO COMP 5 MG X 30 GENVEN  ,AC FOLICO,571,"LABORATORIOS LETI, S.A.V.          ",7591585271488,MEDICINAS                     ,10.69,358,0.2,0,8.552,21,,0
2643,ACIDO FOLICO GTA 10 MG X 15 ML DALIO,AC FOLICO,622,"MEYER PRODUCTOS TERAPEUTICOS, S.A. ",7592601300779,MEDICINAS                     ,14.29,1557,0.05,0,13.5755,21,,0
11639,GENESA COMR 3 MG/30 MCG X 21        ,DROSPIRENONA/ETINILESTRADIOL,571,"LABORATORIOS LETI, S.A.V.          ",7591585116598,MEDICINAS                     ,79.85,8,0.35,0,51.902499999999996,21,,
25,ACIDO FOLICO GTA 15 ML KLI          ,AC FOLICO,240,"MEGALABS VZL, C.A.                 ",7591619501031,MEDICINAS                     ,22.08,340,0,0,22.08,30,,0
20330,ACIDO FOLICO TAB 10 MG X 10         ,AC FOLICO,622,"MEYER PRODUCTOS TERAPEUTICOS, S.A. ",7592601303206,MEDICINAS                     ,7.14,644,0.2,0,5.712,21,,0
5825,ACIDO FOLICO TAB 10 MG X 20 CLX     ,AC FOLICO,480,"CALOX INTERNATIONAL, C.A.          ",7591519004892,MEDICINAS                     ,8.12,1486,0.2,0,6.4959999999999996,30,,0
10752,ACIDO FOLICO TAB 10 MG X 20 MEYER   ,AC FOLICO,622,"MEYER PRODUCTOS TERAPEUTICOS, S.A. ",7592601300021,MEDICINAS                     ,13.64,1048,0.2,0,10.912,21,,0
92858,ACIDO FOLICO TAB 10 MG X 20 PLX     ,AC FOLICO,131,"LABORATORIO PLUSANDEX, C.A.        ",7594001101338,MEDICINAS                     ,4.78,4516,0,0,4.78,30,,0
91658,ACIDO FOLICO TAB 10 MG X 30 MEYER   ,AC FOLICO,622,"MEYER PRODUCTOS TERAPEUTICOS, S.A. ",7592601301486,MEDICINAS                     ,15.58,590,0.2,0,12.464,21,,0
92857,ACIDO FOLICO TAB 10 MG X 30 PLX     ,AC FOLICO,131,"LABORATORIO PLUSANDEX, C.A.        ",7594001101345,MEDICINAS                     ,6.91,7804,0,0,6.91,30,,0
20331,ACIDO FOLICO TAB 5 MG X 10          ,AC FOLICO,622,"MEYER PRODUCTOS TERAPEUTICOS, S.A. ",7592601303190,MEDICINAS                     ,6.49,148,0.2,0,5.192,21,,0
23206,NEUROMIX COMP/REC X 30              ,TIAMINA/PIRIDOXINA/CIANOCOBALA,571,"LABORATORIOS LETI, S.A.V.          ",7591585213365,MEDICINAS                     ,19.09,7,0.35,0,12.4085,21,,
10751,ACIDO FOLICO TAB 5 MG X 20  DALIOL  ,AC FOLICO,622,"MEYER PRODUCTOS TERAPEUTICOS, S.A. ",7592601300014,MEDICINAS                     ,9.74,341,0.1,0,8.766,21,,0
21981,ACIDO FOLICO TAB 5 MG X 30 MEYER    ,AC FOLICO,622,"MEYER PRODUCTOS TERAPEUTICOS, S.A. ",7592601301479,MEDICINAS                     ,15.58,127,0.1,0,14.022,21,,0
23782,ACIDO FOLICO TAB 5 MG X 30 PLX      ,AC FOLICO,131,"LABORATORIO PLUSANDEX, C.A.        ",7594001101314,MEDICINAS                     ,5.04,1586,0,0,5.04,30,,0
22271,ACIDO VALPROICO 200MG/5ML X 100 ML  ,AC VALPROICO,1365,"CASA DE REPRESENTACION DISTRILAB, C",7598252101369,MEDICINAS                     ,34.39,53,0.15,0,29.2315,14,,0
22412,ACIDO VALPROICO INY 500 MG X 5 ML   ,AC VALPROICO,1414,"GLOBAL MEDICAL SUPPLY, C.A         ",731299120796,MEDICINAS                     ,83.53,564,0,0,83.53,21,,0
22413,ACIDO VALPROICO TAB 500 MG X 10     ,AC VALPROICO,1414,"GLOBAL MEDICAL SUPPLY, C.A         ",731299120802,MEDICINAS                     ,15.6,1277,0,0,15.6,21,,0
24067,ACITRON -D CAP 250 MG X 30 PRIMAV   ,VIT/MINERALES,1464,"LABORATORIO PRIMAVERA MAF, C.A     ",7593089000083,MEDICINAS                     ,24.62,296,0,0,24.62,30,,0
15604,ACLER TABR 150 MG X 1               ,AC IBANDRONICO,1165,"CALOX INTERNATIONAL, C.A. MCK.     ",7591519051865,MEDICINAS                     ,17.86,125,0.1,0,16.073999999999998,30,,0
25268,ACTIVITON EXTREME CAP BLANDAS  X 30 ,0,1255,"GRUPO PHARMATECH, C.A              ",7597189000264,MEDICINAS                     ,48.27,40,0.2,0,38.616,0,,0
13397,BORIFOR PVO MENTOL 60 G             ,MENTOL/ALCANFOR,1300,COSMETICOS Y PERFUMERIA ADRIANNE C.,7592730000014,MEDICINAS                     ,14.09,0,0.3,0,,0,,
6081,ACUBISINA UNG X 50 G                ,EXTRACTO LLANTEN,499,"LABORATORIOS INTRA, S.A.           ",7592306000028,MEDICINAS                     ,16.88,125,0,0,16.88,0,,0
6077,ACUTEN TAB 500 MG X 20              ,ACETAMINOFEN/CODEINA,1082,LABORATORIOS FARMA S.A             ,7592229000020,MEDICINAS                     ,24.55,331,0,0,24.55,30,,0
24086,ADELGASEN CAP X 30                  ,ALCACHOFA/SEN,1054,"LABORATORIOS HERBAPLANT, C.A.      ",7592710003707,MEDICINAS                     ,22.21,165,0.1,0,19.989,21,,0
99643,ADELGASEN CAP X 60                  ,ALCACHOFA/SEN,1054,"LABORATORIOS HERBAPLANT, C.A.      ",7592710000843,MEDICINAS                     ,35.06,145,0.1,0,31.554000000000002,21,,0
13329,ADEMINA 3E CREM DERMO/PROT 60 G     ,VIT A/D/ZINC,493,LABORATORIOS ETICO FARMACEUTICO CA ,7591844000590,MEDICINAS                     ,23.58,27,0,0,23.58,0,,0
13330,ADEMINA KIDS CREM ANTIPAÑALITIS 60 G,VIT A/D/ZINC,493,LABORATORIOS ETICO FARMACEUTICO CA ,7591844000583,MEDICINAS                     ,21.96,179,0,0,21.96,0,,0
19615,MIOVIT GRA X 30 MORO                ,VIT B1/B6/B12,481,"LABORATORIOS COFASA, S.A.          ",7591818716731,MEDICINAS                     ,47.78,0,0,0,,30,,
16806,ADEMINA LOC HIDRATANTE BLANCA KIDS 1,AGUA/GLICERINA/TALCO/OXIDO DE,493,LABORATORIOS ETICO FARMACEUTICO CA ,7591844000743,MEDICINAS                     ,16.42,179,0,0,16.42,0,,0
16803,ADEMINA LOC HIDRATANTE ROSADA KIDS 1,AGUA/GLICERINA/TALCO/OXIDO DE,493,LABORATORIOS ETICO FARMACEUTICO CA ,7591844000750,MEDICINAS                     ,16.42,266,0,0,16.42,0,,0
93683,ADEMINA PLUS CREM CORP X 60 G       ,VIT A/D/ZINC,493,LABORATORIOS ETICO FARMACEUTICO CA ,7591844000446,MEDICINAS                     ,20.12,156,0,0,20.12,0,,0
16802,ADEMINA SOL JAB 190 ML              ,BENZALCONIO/CLOR SOD,493,LABORATORIOS ETICO FARMACEUTICO CA ,7591844000606,MEDICINAS                     ,11.79,231,0,0,11.79,0,,0
23631,"ADH D/PAPEL COLOR PIEL 2,54 CM X 4,5",NO APLICA,1445,"INVERSIONES M.R.C.S. 21, C.A       ",796029455210,MEDICINAS                     ,3.53,257,0,0,3.53,0,,0
23629,"ADH D/PLASTICO TRANSP 2,54 CM X 4,57",NO APLICA,1445,"INVERSIONES M.R.C.S. 21, C.A       ",796029455289,MEDICINAS                     ,3.79,344,0,0,3.79,0,,0
23632,"ADHESIVO D/PAPEL C/BLANCO 2,54CM X 4",NO APLICA,1445,"INVERSIONES M.R.C.S. 21, C.A       ",796029455241,MEDICINAS                     ,3.53,262,0,0,3.53,0,,0
24557,ADHESIVO D/TELA BLANCO 2.54 CM X 4.5,0,1445,"INVERSIONES M.R.C.S. 21, C.A       ",723592772666,MEDICINAS                     ,5.77,354,0,0,5.77,0,,0
24558,ADHESIVO D/TELA BLANCO 5.08 CM X 9.1,0,1445,"INVERSIONES M.R.C.S. 21, C.A       ",723592772697,MEDICINAS                     ,18.86,180,0,0,18.86,0,,0
19583,AFLAMAX TAB/REC 50 MG X 10          ,DICLOFENAC POTASICO,508,"LABORATORIOS L.O. OFTALMI, C.A.    ",7591196007186,MEDICINAS                     ,5.12,12653,0.15,0,4.352,30,,0
92341,AFLAMAX TAB/REC 50 MG X 20          ,DICLOFENAC POTASICO,508,"LABORATORIOS L.O. OFTALMI, C.A.    ",7591196004451,MEDICINAS                     ,8.95,40,0.15,0,7.6075,30,,0
20509,CEFADROXILO SUSP 250 MG/5 ML X 60 ML,CEFADROXILO,1327,"ALESS PHARMACEUTICALS, C.A         ",7597758000244,MEDICINAS                     ,20,0,0.1,0,,21,,
776,AFOKLIN COM 10 MG X 20              ,AC FOLICO,240,"MEGALABS VZL, C.A.                 ",7591619163024,MEDICINAS                     ,10.39,243,0,0,10.39,30,,0
778,AFOKLIN COM 5 MG X 20               ,AC FOLICO,240,"MEGALABS VZL, C.A.                 ",7591619163017,MEDICINAS                     ,2.6,326,0,0,2.6,30,,0
22623,SOLFEM OVULOS 500 MG X 10           ,METRONIDAZOL,1019,"SNC PHARMA, C.A.                   ",7597767000808,MEDICINAS                     ,45.16,0,0.15,0,,30,,
779,AFOKLIN GTA 10 MG X 15 ML           ,AC FOLICO,240,"MEGALABS VZL, C.A.                 ",7591619163031,MEDICINAS                     ,22.08,67,0,0,22.08,30,,0
25056,AGUA ALFA ESTERIL 500 ML            ,0,1322,"RAVEL, C.A                         ",7468999188117,MEDICINAS                     ,6.88,158,0,0,6.88,30,,0
8346,AGUA DESTILADA INY NUM 49 X 500 ML B,AGUA DESTILADA,376,"LABORATORIO BEHRENS, C.A.          ",7592637000391,MEDICINAS                     ,22.08,71,0,0,22.08,0,,0
18017,AGUA OXIG LAFARQUIM 500 ML          ,NO APLICA,559,CORPORACION EL GUARDIAN C.A.       ,7591956110231,MEDICINAS                     ,5.1,135,0,0,5.1,0,,0
4339,AIRFEN GTA ADU X 15 ML              ,OXIMETAZOLINA,481,"LABORATORIOS COFASA, S.A.          ",7591818111017,MEDICINAS                     ,14.06,587,0,0,14.06,30,,0
4340,AIRFEN GTA PED X 15 ML              ,OXIMETAZOLINA,481,"LABORATORIOS COFASA, S.A.          ",7591818111024,MEDICINAS                     ,14.06,94,0,0,14.06,30,,0
5329,AIRON TAB ADU 10 MG X 10            ,MONTELUKAST,508,"LABORATORIOS L.O. OFTALMI, C.A.    ",7591196002563,MEDICINAS                     ,12.42,6489,0.1,0,11.178,30,,0
6742,AIRON TAB/MAST 4 MG X 10            ,MONTELUKAST,508,"LABORATORIOS L.O. OFTALMI, C.A.    ",7591196002952,MEDICINAS                     ,7.51,30,0,0,7.51,30,,0
4941,AIRON TAB/MAST PED 5 MG X 10        ,MONTELUKAST,508,"LABORATORIOS L.O. OFTALMI, C.A.    ",7591196002549,MEDICINAS                     ,11.06,7012,0,0,11.06,30,,0
6741,AIRON TABM 4 MG X 30                ,0,508,"LABORATORIOS L.O. OFTALMI, C.A.    ",7591196002945,MEDICINAS                     ,21.83,942,0,0,21.83,30,,0
5931,AIRON TABM PED 5 MG X 30            ,0,508,"LABORATORIOS L.O. OFTALMI, C.A.    ",7591196002792,MEDICINAS                     ,22.73,2258,0,0,22.73,30,,0
1761,ALANTAMIDA PDA X 20 G               ,DECUALINIO/ALANTOINA,622,"MEYER PRODUCTOS TERAPEUTICOS, S.A. ",7592601100645,MEDICINAS                     ,18.83,142,0.15,0,16.005499999999998,21,,0
9574,ALBENDAZOL SUS 400 MG X 20 ML  ELTER,ALBENDAZOL,348,"LABORATORIOS LA SANTE, C.A.*ELTER  ",7592454120364,MEDICINAS                     ,12.43,529,0,0,12.43,30,,0
25009,ALBENDAZOL SUSP 100 MG/5 ML X 20 ML ,0,1454,"MVGA, C.A                          ",7750215796634,MEDICINAS                     ,11.84,252,0,0,11.84,0,,0
17968,ALBENDAZOL TAB 200 MG X 2           ,ALBENDAZOL,131,"LABORATORIO PLUSANDEX, C.A.        ",7594001100263,MEDICINAS                     ,3.48,2665,0,0,3.48,30,,0
9575,ALBENDAZOL TAB 200 MG X 2 ELTER     ,ALBENDAZOL,348,"LABORATORIOS LA SANTE, C.A.*ELTER  ",7592454003261,MEDICINAS                     ,5.53,997,0,0,5.53,30,,0
23028,MELOXICAM TAB 15 MG X 10 LAT        ,MELOXICAM,1429,CASA DE REPRESENTACION LATTAN MEDIC,720524031082,MEDICINAS                     ,7.53,0,0.1,0,,30,,
23023,ULGARIN CAP 20 MG X 16              ,ESOMEPRAZOL,571,"LABORATORIOS LETI, S.A.V.          ",7591585419606,MEDICINAS                     ,18.79,12,0.25,0,14.0925,21,,
1526,ALBENDAZOL TAB 200 MG X 6 LA SANTE  ,ALBENDAZOL,348,"LABORATORIOS LA SANTE, C.A.*ELTER  ",7592454120371,MEDICINAS                     ,13.82,425,0,0,13.82,30,,0
13063,ALBENDAZOL TAB/MAST T/FRUTTI 200MGX2,ALBENDAZOL,478,"CALOX INTERNATIONAL, C.A.          ",7591519007022,MEDICINAS                     ,5.62,2457,0.2,0,4.496,30,,0
9806,ALBICAR SUS 400 MG X 10 ML          ,ALBENDAZOL,958,"LABORATORIOS ELMOR, S.A.           ",7591062010029,MEDICINAS                     ,8.88,1297,0,0,8.88,0,,0
9807,ALBICAR TAB 200 MG X 2              ,ALBENDAZOL,958,"LABORATORIOS ELMOR, S.A.           ",7591062010036,MEDICINAS                     ,4.26,809,0,0,4.26,0,,0
23034,TIZANIDINA TAB 2 MG X 30 LAT        ,TIZANIDINA,1429,CASA DE REPRESENTACION LATTAN MEDIC,720524031099,MEDICINAS                     ,37.66,0,0.1,0,,30,,
9782,ALBICAR TAB 200 MG X 6              ,ALBENDAZOL,958,"LABORATORIOS ELMOR, S.A.           ",7591062010173,MEDICINAS                     ,7.78,1573,0,0,7.78,0,,0
7067,ALCACHOFA CAP 300MG X 90 ARCO IRIS  ,ALCACHOFA,134,"ARCO IRIS LABORATORIOS, C.A.       ",7592946005711,MEDICINAS                     ,20.39,92,0.1,0,18.351,30,,0
99644,ALCACHOFA/CENTELLA CAP 350MG X 60 HE,CENTELLA ASIATICA/ALCACHOFA,1054,"LABORATORIOS HERBAPLANT, C.A.      ",7592710000355,MEDICINAS                     ,26.3,54,0.1,0,23.67,21,,0
25070,ALDUZOL AMP 2.5 MG P/NEBULIZAR X 12 ,0,1322,"RAVEL, C.A                         ",7468999198642,MEDICINAS                     ,41.99,89,0,0,41.99,30,,0
5332,ALERGOT SOL OFT 0.05 % X 5 ML       ,AZELASTINA,508,"LABORATORIOS L.O. OFTALMI, C.A.    ",7591196002693,MEDICINAS                     ,23.94,471,0,0,23.94,30,,0
8457,ALFADYN SOL OFT 0.20 % X 5 ML       ,BRIMONIDINA,508,"LABORATORIOS L.O. OFTALMI, C.A.    ",7591196003430,MEDICINAS                     ,40.4,2205,0,0,40.4,30,,0
23947,ALGIOL COMP 5 MG X 10               ,BISOPROLOL,305,"ESPECIALIDADES DOLLDER, C.A.       ",7592803003966,MEDICINAS                     ,11.04,118,0,0,11.04,0,,0
