Cod. Bar,Product,F.Price,Qty,Date,Drog
795853122213,METFORMINA CLOHIDRATO 850 MG 30 TABLETA,11.594000000000001,,22/05/2022,Drolanca
8903726243626,CARBONATO DE LITIO 300 MG 100 CÁPSULAS,38.6325,,22/05/2022,Drolanca
795853122220,METFORMINA CLOHIDRATO 500 MG 30 TABLETA,9.09,,22/05/2022,Drolanca
8901463130841,AMLODIPINA 5MG + VALSARTAN 160MG X 10TAB,21.1,,22/05/2022,Drolanca
8901463130896,MEMANTINA 10MG X 14 TAB,35.71,,22/05/2022,Drolanca
8901463131077,LEVOTIROXINA 100 MCG 30 TABLETAS,13.7955,,22/05/2022,Drolanca
8901463129838,"TAMSULOSINA 0,4 MG 30 CÁPSULAS",27.92,,22/05/2022,Drolanca
795853122244,SALBUTAMOL 100 MCH INHALADOR 200 DOSIS,29.22,,22/05/2022,Drolanca
8901463129937,LOSARTAN 100 MG 30 TABLETAS RECUBIERTAS,15.58,,22/05/2022,Drolanca
8903726266663,AMLODIPINA 5 MG X 30 TAB,9.09,,22/05/2022,Drolanca
8903726266670,AMLODIPINA 10 MG X 30 TAB,10.39,,22/05/2022,Drolanca
4780015649673,REMDESSA 100MG P/LIOFILIZAD (REMDESIVIR),149.022,,22/05/2022,Drolanca
8901463131046,ROSUVASTATINA 40 X MG 10 TAB REC,21.1,,22/05/2022,Drolanca
8901463129821,LEVOFLOXACINA 500 MG 10 TABLETAS RECUBI,18.18,,22/05/2022,Drolanca
8901463131237,OMEPRAZOL 20 MG X 14 CAP,12.66,,22/05/2022,Drolanca
8903726227039,IRBESARTAN 150 MG 30 TABLETAS RECUBIERT,29.257,,22/05/2022,Drolanca
7594001101376,DICLODEX  50 MG X 20 TAB (PLUSANDEX),7.011,,22/05/2022,Drolanca
7594001100362,TIOCHAX 4 MG X 12 TAB,14.193,,22/05/2022,Drolanca
7594001101345,ACIDO FOLICO 10 MG X 30 TAB (PLUS AND,6.91,,22/05/2022,Drolanca
7594001101178,KETOPROFENO 100 MG X 10 TAB PLUSANDEX,6.23,,22/05/2022,Drolanca
7594001100171,PROPRANOLOL  40 MG X 20 COMP PLUS,6.23,,22/05/2022,Drolanca
7594001100416,IPROXIN 500 MG X 12 TAB,13.9,,22/05/2022,Drolanca
7594001100591,MISULVAN 7.5 MG X 30 ML GOT (AMBROXOL),6.88,,22/05/2022,Drolanca
7594001101383,LORADEX 10 MG X 10 TAB (PLUSANDEX),3.952,,22/05/2022,Drolanca
7594001101635,LORADEX 1 MG/ ML X 30 ML JARABE,4.883,,22/05/2022,Drolanca
7594001100263,ALBENDAZOL 200 MG X 2 TAB  (PLUS ANDEX,3.48,,22/05/2022,Drolanca
7594001101369,AZITRODEX 500 MG X 5 TAB (PLUSANDEX),14.832,,22/05/2022,Drolanca
7594001100614,MISULVAN PED 15 MGX 120 ML JAR (AMBROXOL,8.49,,22/05/2022,Drolanca
7594001100256,ALBENDAZOL 200 MG X 6 TAB  (PLUS ANDEX,6.26,,22/05/2022,Drolanca
7594001101123,IBUPROFENO 400 MG X 10 TAB (PLUS AND,6.0705,,22/05/2022,Drolanca
7594001100164,PROVIM X 20 GRA (PLUS ANDEX),16.36,,22/05/2022,Drolanca
7594001101314,ACIDO FOLICO 5 MG X 30 TAB (PLUS AND,5.04,,22/05/2022,Drolanca
7594001100577,CLODOXIN 5MG/5ML 120 ML (PLUS ANDES),11.95,,22/05/2022,Drolanca
7594001101352,AZITRODEX 500 MG X 3 TAB (PLUSANDEX),9.207,,22/05/2022,Drolanca
7592454003445,LOSARTAN POT 50MG X 20BLIS X 7 TAB,55.26,,22/05/2022,Drolanca
7592454003384,ACETAMINAFEN 500MG X 20 BLIS X5 TAB,29.01,,22/05/2022,Drolanca
7592454889315,ESOZ 40 MG X 28 CAP,36.82,,22/05/2022,Drolanca
7592454891196,IBUPROFENO 200 MG X 10 TAB (LA SANTE),8.16,,22/05/2022,Drolanca
7703763638208,RIXIGAL 100MG/5ML P/SUSP ORAL 100ML,58.27,,22/05/2022,Drolanca
7703763341092,"VALSARTAN HCT 80/12,5MG X 14TAB LA SANTE",15.19,,22/05/2022,Drolanca
7592454889384,DOMPERIDONA 10 MG X 30 TAB (LA SANTE),12.43,,22/05/2022,Drolanca
7592454891318,"DESLER 0,5 MG JBE X 60 ML",14.32,,22/05/2022,Drolanca
7592454003391,ACETAMINAFEN 650 MG X 20 BLIS X5 TAB,41.44,,22/05/2022,Drolanca
7592454891356,"BUCOXOLGAR 0,15-0,25% MIEL-LIMON 120ML",12.34,,22/05/2022,Drolanca
7709031877546,PROCILUS D2 X 10 SOBRES,39.09,,22/05/2022,Drolanca
7592454138857,DAKSOL 500 MG X 4 TABL,10.91,,22/05/2022,Drolanca
7703763889099,OMEPRAZOL 40 MG X 30 CAP,25.91,,22/05/2022,Drolanca
7703763090341,ATENOLOL 50 MG X 30 TAB  (LA SANTE),19.34,,22/05/2022,Drolanca
7703763288601,VIT C NARANJA 500MG 12 SOBRES X 12 TAB,98.09,,22/05/2022,Drolanca
7592454891394,TALYSTO 5 MG X 10 TAB MASTICABLES,7.66,,22/05/2022,Drolanca
7703763818884,VIT C 500MG TUTTI FRUTTI DISP.CJA 10X10,67.7,,22/05/2022,Drolanca
7592454381079,TRIPUR X 20 COM,10.88,,22/05/2022,Drolanca
7703763145768,SULAMP 750 MG X 14 TAB,77.96,,22/05/2022,Drolanca
7703763631117,FEXOFENADINA CLORHIDRATO 120MG X 10 TAB,15.19,,22/05/2022,Drolanca
7592454891264,ESOZ 20 MG X 7 CAP,9.82,,22/05/2022,Drolanca
7592454889629,"BROXOLGRIP 80MG-0,5MG SOL GOT PED X 30ML",9.09,,22/05/2022,Drolanca
7703763391172,NITAXOZANIDA 500MG X 6 TABLETAS,30.39,,22/05/2022,Drolanca
7703763226054,CEFADROXILO 500 MG X 12 CAP (LA SANTE),29.13,,22/05/2022,Drolanca
7592454889568,AMLODIPINA 10 MG X 30 TAB (LA SANTE),15.19,,22/05/2022,Drolanca
7703763190270,"LOSARTAN+HIDRO 50MG/12,5 X15TAB LA SANTE",12.43,,22/05/2022,Drolanca
7592454153294,LORACERT 5 MG/5ML X 60 ML,8.18,,22/05/2022,Drolanca
7592454002547,IRBESARTAN 150 MG X 10 TAB (LA SANTE),13.68,,22/05/2022,Drolanca
7592454889650,ATORVASTATINA 20MG X 30 TAB. REC,20.73,,22/05/2022,Drolanca
7592454889995,LEVOSULPIRIDE 25 MG X 30 TAB,16.58,,22/05/2022,Drolanca
7703763777709,VIT C MANDARINA 500MG 12 SOBRES X 12 TA,96.71,,22/05/2022,Drolanca
7703763090358,ATENOLOL 100 MG X 30 TAB (LA SANTE),19.48,,22/05/2022,Drolanca
7703763200900,ATORVASTATINA 20 MG X 14 TAB (LA SANTE),11.05,,22/05/2022,Drolanca
7703763001460,VIT C NARJ+ZINC 500MG/15MG X 12SOBX12TAB,93.26,,22/05/2022,Drolanca
7592454003339,"DIANALPER 1,16% GEL X 30 g",10.57,,22/05/2022,Drolanca
7592454891189,CANDESARTAN 16 MG X 10 TAB (LA SANTE),13.82,,22/05/2022,Drolanca
7703763112869,NITAX 500MG X 6 TAB RECUB (NITAXOZANIDA),39.55,,22/05/2022,Drolanca
7592454154055,KETOPROFENO 100 MG 20 CAP (LA SANTE),15.19,,22/05/2022,Drolanca
7592454001779,TIOCOLFEN 600 MG/4 MG X 15 TAB,38.25,,22/05/2022,Drolanca
7592454889308,ESOZ 20 MG X 28 CAP,28.64,,22/05/2022,Drolanca
7592454172073,PIROXICAM 20 MG X 10 CAP (LA SANTE),11.05,,22/05/2022,Drolanca
7592454003353,IBUPROFENO 100 MG/5ML X 60 ML (LA SANTE),10.22,,22/05/2022,Drolanca
7592454890076,ESOMEPRAZOL 20mg TAB REC X 14,13.82,,22/05/2022,Drolanca
7592454891332,"BUCOXOLGAR 0,15-0,25% FRUTOS ROJOS 120ML",12.34,,22/05/2022,Drolanca
7592454003308,LOSARTAN+HCTZ 100 / 25MG X10TAB,9.81,,22/05/2022,Drolanca
7592454002653,DICLOFENAC POT 50 MG X 30 TAB (LA SANTE),7.74,,22/05/2022,Drolanca
7703763306640,RIXIGAL 400 MG X 6TAB RECUB (RIFAXIMINA),62.08,,22/05/2022,Drolanca
7592454890090,ESOMEPRAZOL 40mg TAB REC X 14,17.96,,22/05/2022,Drolanca
7592454891325,DESLER 5 MG X 10 TAB,12.88,,22/05/2022,Drolanca
7592454002462,ESOZ 40MG AMOXIC 500MG CLARITR 500MG,93.03,,22/05/2022,Drolanca
7592454891387,BUCOXOLGAR 3MG-1MG MIEL Y LIMON TAB X 10,10.39,,22/05/2022,Drolanca
7592454003063,ANALPER FEM PLUS  200/10 MG X 10 TAB,10.75,,22/05/2022,Drolanca
7592454002400,BETAHISTINA 16 MG X 20 TAB (LA SANTE),29.01,,22/05/2022,Drolanca
7592454120371,ALBENDAZOL 200 MG X 6 TAB (LA SANTE),13.82,,22/05/2022,Drolanca
7592454120302,AMBROXOL 30MG JBE X 120ML ADTO (LA SANTE,17.96,,22/05/2022,Drolanca
7703763750184,VIT C 500MG MANDR DISP.CJA 10X10 TIRAS,77.51,,22/05/2022,Drolanca
7703763641000,TERBINAFINA  250 MG X 14 TAB,25.71,,22/05/2022,Drolanca
7703763190034,LOSARTAN POTASICO 50MG X 14 TAB LA SANTE,7.74,,22/05/2022,Drolanca
7703763222896,TADALAFIL 20 MG X 1  TAB (LA SANTE),4.7,,22/05/2022,Drolanca
7592454003322,"VALSARTAN+HCTZ 160/12,5MG TAB X 14",31.78,,22/05/2022,Drolanca
7703763660131,CLARITROMICINA 500MG X 10 TAB (LA SANTE),30.39,,22/05/2022,Drolanca
7592454891271,ESOZ 40 MG X 7 CAP,12.88,,22/05/2022,Drolanca
7592454001212,ANALPER CAF 500 MG/40 MG X 10 TAB,9.74,,22/05/2022,Drolanca
7592454120364,ALBENDAZOL 400 MG X 20 ML (LA SANTE),12.43,,22/05/2022,Drolanca
7592454891301,MONTELUKAST 5 MG X 10 TAB (LA SANTE),11.05,,22/05/2022,Drolanca
7703763165063,GLIMEPIRIDE 4 MG X 16 TAB (LA SANTE),16.58,,22/05/2022,Drolanca
7592454891165,LOSARTAN POT 100 MG X 10 TABL (LA SANTE),8.84,,22/05/2022,Drolanca
7703763178445,IBUMAX 400MG X 10 CAPSULAS,7.74,,22/05/2022,Drolanca
7703763341078,VALSARTAN 80 MG X 14 TAB (LA SANTE),9.83,,22/05/2022,Drolanca
7592454163682,OMEPRAZOL 20 MG X 8 TAB (LA SANTE),5.81,,22/05/2022,Drolanca
7592454153928,IBUPROFENO 800 MG X 10 TAB (LA SANTE),20.73,,22/05/2022,Drolanca
7592454003261,ALBENDAZOL 200 MG X 2 TAB (LA SANTE),5.53,,22/05/2022,Drolanca
7703763326402,METRONIDAZOL 500 MG X 10 TAB (LA SANTE),11.05,,22/05/2022,Drolanca
7703763044269,PANTOPRAZOL 40 MG X 10 TAB (LA SANTE),16.58,,22/05/2022,Drolanca
7592454003025,LEVOCETIRIZINA DICLORH. 5MG X 10 TAB ELT,6.91,,22/05/2022,Drolanca
7592454891363,BUCOXOLGAR 3MG-1MG FRUTOS ROJOS TAB X 10,10.39,,22/05/2022,Drolanca
7592454889575,AMLODIPINA 5 MG X 30 COM (LA SANTE),15.19,,22/05/2022,Drolanca
7703763359004,ROSUVASTATINA 10MG X 10 TAB RECUB,12.43,,22/05/2022,Drolanca
7703763984329,VIT C 500MG NARANJA DISP.CJA 10X10 TIRAS,56.99,,22/05/2022,Drolanca
7592454889902,CANDESARTAN 16MG X 30TAB,35.92,,22/05/2022,Drolanca
7592454889292,ESOZ 40 MG X 14 CAP,19.64,,22/05/2022,Drolanca
7592454887014,AMLODIPINA 5MG X 10 COMPDO (LA SANTE),5.53,,22/05/2022,Drolanca
7703763363063,LEPRIT 25 MG X 30 TAB,22.91,,22/05/2022,Drolanca
7592454889728,LOSARTAN+HIDRO 100MG/25 X 30TAB LA SANTE,29.01,,22/05/2022,Drolanca
7592454891288,TIOCOLFEN 600 MG/4 MG X 10 TAB,27.82,,22/05/2022,Drolanca
7592454886994,AMLODIPINO 10 MG X 10 TAB (LA SANTE),5.53,,22/05/2022,Drolanca
7592454173971,SILDENAFIL 50 MG X 1 TAB (LA SANTE),3.04,,22/05/2022,Drolanca
7703763200887,ATORVASTATINA 40 MG X 14 TAB (LA SANTE),19.9,,22/05/2022,Drolanca
7703763576586,"CARVEDILOL 12,5MG X 30 TAB (LA SANTE)",23.21,,22/05/2022,Drolanca
7592454891172,LOSARTAN POT 100 MG X 30 TABL (LA SANTE),22.31,,22/05/2022,Drolanca
7592454162005,"MELOXICAM 7,5 MG X 10 TABLETAS",12.43,,22/05/2022,Drolanca
7703763895779,ROSUVASTATINA 20MG X 10 TAB RECUB,13.82,,22/05/2022,Drolanca
7703763081134,"LAGRIOFTOL 0,3% SOLUCION OFTALM. X 15ML",18.23,,22/05/2022,Drolanca
7703763712724,"CARVEDILOL 6,25MG X 30 TAB (LA SANTE)",19.34,,22/05/2022,Drolanca
7592454162050,MELOXICAN 15 MG X 10 TAB (LA SANTE),14.92,,22/05/2022,Drolanca
7592454000796,ANALPER PLUS 500 MG/10 MG X 10 TAB,16.44,,22/05/2022,Drolanca
7703763671984,FLAVOXATO CLORHIDRATO 200MG X 10 TAB,17.69,,22/05/2022,Drolanca
7592454120203,AMBROXOL 15MG JBE X 120ML PED (LA SANTE),13.82,,22/05/2022,Drolanca
7592454889278,"DESLER M 2,5 MG/5MG X 30 TAB",45.78,,22/05/2022,Drolanca
7592454003186,FEXOFENADINA CLORHIDRATO 30MG/5ML X120ML,11.74,,22/05/2022,Drolanca
7592454003315,CIRGREL 75 MG X 30 TABLETAS RECUBIERTAS,28.64,,22/05/2022,Drolanca
7703763001439,VIT C MAND+ZINC 12 SOBRES X 12 TAB,92.22,,22/05/2022,Drolanca
7592454141000,ENALAPRIL 20 MG X 20 TAB (LA SANTE),6.91,,22/05/2022,Drolanca
7592454889780,VALSARTAN 80 MG X 30 TAB REC (LA SANTE),24.87,,22/05/2022,Drolanca
7703763661060,PULMOLIX 600MG X 10 SOBRES NARANJA,44.3,,22/05/2022,Drolanca
7592454363754,NOGINOX 1% CREM/VAG 40 G X 7 APLICADORES,19.09,,22/05/2022,Drolanca
7703763324019,CLOPIDOGREL 75 MG X 14 TAB (LA SANTE),13.82,,22/05/2022,Drolanca
7703763070299,AMOXICILINA 500 MG X 6 CAP (LA SANTE),9.68,,22/05/2022,Drolanca
7592454000734,BROXOL GRIP PED 120 ML JAR,11.95,,22/05/2022,Drolanca
7592454001243,ACETAMINOFEN 650 MG X 10 TAB LA SANTE,4.82,,22/05/2022,Drolanca
7592454000802,ANALPER FORTE 650 MG X 10 TAB,4.55,,22/05/2022,Drolanca
7703763208920,LEPRIT ENZIMATICO 25MG-80MG-150 X 6 GRAG,32.94,,22/05/2022,Drolanca
7592454102001,ACICLOVIR 200 MG X 24 (LA SANTE),16.58,,22/05/2022,Drolanca
7592454891448,BROMHEXINA 4MG/5ML JBE X 120 ML PED,12.43,,22/05/2022,Drolanca
7592454002301,HEDRALIV EXPECTORANTE NATURAL X 120 ML,19.48,,22/05/2022,Drolanca
7592454003346,ATORVASTATINA 40MG X 30 TABLETAS REC.,46.97,,22/05/2022,Drolanca
7703763393053,"DESLORATADINA 2,5MG/5ML X 60ML (LA SANTE",12.43,,22/05/2022,Drolanca
7592454000437,BROXOL FLEM AD 120 ML JBE,23.38,,22/05/2022,Drolanca
7592454001311,DESLORATADINA 5 MG X 10 TAB (LA SANTE),8.29,,22/05/2022,Drolanca
7703763300051,CLOTRIMAZOL-NEO-DEXACREMA X20GR LA SANTE,24.87,,22/05/2022,Drolanca
7703763722686,ALLERFEX 120 MG X 10 TABLETAS RECUBIERTA,15.96,,22/05/2022,Drolanca
7703763301133,CIPROFLOXACINA 500 MG X 6 TAB (LA SANTE),8.29,,22/05/2022,Drolanca
7592454139304,DICLOFENAC SOD 50 MG X 20 TAB ELT,8.29,,22/05/2022,Drolanca
7592454138239,CETIRIZINA 5 MG X 60 ML (LA SANTE),9.68,,22/05/2022,Drolanca
7592454891400,TALYSTO 20 MG X 1 TAB MASTICABLES,4.03,,22/05/2022,Drolanca
7703763070282,AMOXICILINA 500 MG X 12 CAP (LA SANTE),16.44,,22/05/2022,Drolanca
7592454889605,LORATADINA 10 MG X 20 TAB (LA SANTE),9.68,,22/05/2022,Drolanca
7592454144964,FLUCONAZOL 150 MG X 2 CAP (LA SANTE),8.29,,22/05/2022,Drolanca
7592454003292,"VALSARTAN+HIDROCLOR. 80MG-12,5X30 TAB.",30.39,,22/05/2022,Drolanca
7592454891295,MONTELUKAST 10 MG X 10 TAB (LA SANTE),11.05,,22/05/2022,Drolanca
7592454891202,GLIMERID 4 MG X 10 TABL,14.32,,22/05/2022,Drolanca
7592454138185,CETIRIZINA 10 MG X 10 TAB (LA SANTE),6.91,,22/05/2022,Drolanca
7592454891257,DESLER M 5MG/10MG X 10 TAB,28.56,,22/05/2022,Drolanca
7703763093168,INFLAPRED 10MG-1ML OFTALMICA X 5 ML,15.49,,22/05/2022,Drolanca
7592454000031,ACETAMINOFEN 500 MG X 20 TAB (LA SANTE),6.91,,22/05/2022,Drolanca
7592454345057,FLUDIL 10 MG X 20 TAB,24.34,,22/05/2022,Drolanca
7592454002769,DESLER M 5MG/10MG X 30 TAB,57.13,,22/05/2022,Drolanca
7592454002639,DICLOFENAC POT 50 MG X 10 TAB (LA SANTE),2.77,,22/05/2022,Drolanca
7703763190164,SERTRALINA 50 MG X 10 TAB (LA SANTE),9.39,,22/05/2022,Drolanca
7592454891240,"DESLER M 2,5 MG/5MG X 10 TAB",20.52,,22/05/2022,Drolanca
7592454891349,"BUCOXOLGAR 0,15-0,25% MENTA FRESCA 120ML",12.34,,22/05/2022,Drolanca
7703763371037,FEXOFENADINA 180MG X 7 TABLETAS,13.13,,22/05/2022,Drolanca
7592454153911,KLAFENAC R 100MG X 10CAPS (DICLOFENAC P),9.74,,22/05/2022,Drolanca
7703763001002,"ALILUB 1,4% SOLU OFTÁLMICA FRASCO X15 ML",10.65,,22/05/2022,Drolanca
0,BROXOL TOS PED 120 ML JBE,18.18,,22/05/2022,Drolanca
0,MOXIFLOXACINA 400 MG X 7 TAB (LA SANTE),58.03,,22/05/2022,Drolanca
0,ANALPER PED 150 MG X 120 ML,12.43,,22/05/2022,Drolanca
0,LOSARTAN POTASICO 50MG X 30 TAB LA SANTE,10.57,,22/05/2022,Drolanca
0,"DESLER M 1,25 MG 4 MG X 10 SOBRES",15.79,,22/05/2022,Drolanca
0,"OLMESARTAN+HCTZ 40/12,5MG TAB X 10",14.92,,22/05/2022,Drolanca
7592710003943,GINSENG SIBERIANO 408 MG X 30 CAP,16.82,,22/05/2022,Drolanca
7592710004148,RIÑOCARE 460 MG X 30 CAP,19.99,,22/05/2022,Drolanca
7592710004117,QUINCHONCHO 300 MG X 30 CAP,12.1,,22/05/2022,Drolanca
7592710004018,LINAZA 500 MG X 30 CAP,12.09,,22/05/2022,Drolanca
7592710003790,CASCARA SAGRADA 430 MG X 30 CAP,15.25,,22/05/2022,Drolanca
7592710000386,ARTYPLANT 400 MG X 60 CAP HERBAPLANT,31.56,,22/05/2022,Drolanca
7592710003707,ADELGASEN 400 MG X 30 CAP,19.99,,22/05/2022,Drolanca
7592710004063,ÑANE SALVAJE 365 MG X 30 CAP,16.84,,22/05/2022,Drolanca
7592710000997,SABILA 500 MG X 60 CAP,21.03,,22/05/2022,Drolanca
7592710000447,CASCARA SAGRADA 430MG X 60 CAP HERBAPLAN,23.66,,22/05/2022,Drolanca
7592710000829,QUINCHONCHO 300 MG X 60 CAP HERBAPLANT,18.42,,22/05/2022,Drolanca
7592710003837,COLA DE CABALLO 500 MG X 30 CAP,12.1,,22/05/2022,Drolanca
7592710003721,ARTYPLANT 400 MG X 30 CAP,19.99,,22/05/2022,Drolanca
7592710000621,GYNKGO BILOBA X 60 CAP HERBAPLANT,26.31,,22/05/2022,Drolanca
7592710000928,VALERIANA 400 MG X 60 CAP,18.42,,22/05/2022,Drolanca
7592710004025,MACA 500 MG X 30 CAP,18.4,,22/05/2022,Drolanca
7592710000904,UÑA DE GATO 430 MG X 60 CAP,21.03,,22/05/2022,Drolanca
7592710000614,GYMEN'S X 60 CAP HERBAPLANT,31.56,,22/05/2022,Drolanca
7592710002199,COLAGENO PLUS X 60 CAPS HERBAPLANT,31.56,,22/05/2022,Drolanca
7592710003905,ESCOBA DE CARNICERO 350 MG X 30 CAP,16.82,,22/05/2022,Drolanca
7592710001017,ZARZAPARRILLA 450 MG X 60 CAP,18.42,,22/05/2022,Drolanca
7592710002205,HERBAKIDS JARABE X 180 ML,13.17,,22/05/2022,Drolanca
7592710004278,ZARZAPARRILLA 450MG X 30 CAPSULAS,12.1,,22/05/2022,Drolanca
7592710000713,LINAZA 500 MG X 60 CAP,18.39,,22/05/2022,Drolanca
7592710001000,ZABILA 250MG + LINAZA 250MG X 60 CAP,21.03,,22/05/2022,Drolanca
7592710000362,ANAMU (MAPURITE) 400 MG X 60 CAP HERBAPL,18.39,,22/05/2022,Drolanca
7592710000935,VENACARE X 60 CAP HERBAPLANT,31.56,,22/05/2022,Drolanca
7592710004049,MUXER 500 MG X 30 CAP,19.99,,22/05/2022,Drolanca
7592710003912,ENERGYPLANT 450 MG X 30 CAP,19.99,,22/05/2022,Drolanca
7592710000515,DELGAPLANT X 60 CAP,31.56,,22/05/2022,Drolanca
7592710001116,RIÑOCARE X 60 CAP,31.56,,22/05/2022,Drolanca
7592710000355,ALCACHOFA + CENTELLA 350MG X 60 CAP HERB,23.68,,22/05/2022,Drolanca
7592710001277,BEUSAN EXPECTORANTE JBE 240 ML,13.16,,22/05/2022,Drolanca
7592710001253,BEUSAN PLUS 11 PLANTAS JBE 240 ML,13.16,,22/05/2022,Drolanca
7592710000454,CASTAÑO DE INDIAS 450 GR X 60 CAPS,26.31,,22/05/2022,Drolanca
