Cod. Bar,Product,Qty,F.Price,Date,Drog
7592432009728,ACID. FOLICO+VITAMAMINA B6+VITAMINA B12 (CARVIX) X 30 CAPSULAS VIVAX,,20.4,05/06/2022,Vitalclinic
7591519008487,ACIDO ACETILSALICILICO (CALOXPIRINA) 81MG X 30TABLETAS (CALOX),,17.849999999999998,05/06/2022,Vitalclinic
7591651930967,ACIDO ACETILSALICILICO (CARDIPIRINA) 80 MG X 30 CAP (ZUOZ),,24.99,05/06/2022,Vitalclinic
8904307702266,ACIDO ACETILSALICILICO (WELLSPRIN-81) 81 MG X 10 TAB (BLISTER) WELLONA,,3.0599999999999996,05/06/2022,Vitalclinic
7707035510650,ACIDO ACETILSALICILICO 100 MG X 10 TAB (ANGLOPHARMA) (BLISTER),,2.04,05/06/2022,Vitalclinic
18901790680214,ACIDO ACETILSALICILICO 100 MG X 10 TAB (BLISTER) CAPLIN POINT,,1.1219999999999999,05/06/2022,Vitalclinic
6921875010755,ACIDO ACETILSALICILICO 100MG X 30TAB KMPLUS,,5.61,05/06/2022,Vitalclinic
0,ACIDO ACETILSALICILICO 81 MG  (ASAPRUNI) X 100 TABLETAS UNIPHARMA,,22.95,05/06/2022,Vitalclinic
8906130230497,ACIDO ACETILSALICILICO 81 MG X 10 TAB (BRIX),,2.142,05/06/2022,Vitalclinic
7598429000037,ACIDO ACETILSALICILICO 81 MG X 10 TAB (CAJA) CAMBRIDGE,,2.04,05/06/2022,Vitalclinic
7598127001046,ACIDO ACETILSALICILICO 81 MG X 30 TAB (CAJA) BLUE MEDICAL,,6.425999999999999,05/06/2022,Vitalclinic
7598455000155,ACIDO ASCORBICO (BIOVIT C) 500MG/5ML I.V/ I.M AMP BIOG,,4.59,05/06/2022,Vitalclinic
8904159499772,ACIDO ASCORBICO (VITAMINA C) 100MG/ML X 1 AMP - 10ML ADN MEDICAL,,6.63,05/06/2022,Vitalclinic
8904159488974,ACIDO ASCORBICO 100 MG - 5ML (AMPOLLA) COLIN,,6.119999999999999,05/06/2022,Vitalclinic
7591012070943,ACIDO BORICO (VAGINAL) 400 MG X 10 CAPS LYA,,10.964999999999998,05/06/2022,Vitalclinic
0012,ACIDO BORICO 10G FARMAX (SOBRE),,3.0763199999999995,05/06/2022,Vitalclinic
74312114038,ACIDO FOLICO (FOLATE) 666 MCG X 250 TAB (FRASCO) PURITANS,,17.849999999999998,05/06/2022,Vitalclinic
78742499116,ACIDO FOLICO (FOLATE) 666 MCG X 250 TAB (SPRING),,17.849999999999998,05/06/2022,Vitalclinic
7592601303961,ACIDO FOLICO (NONAFOL) 10 MG X 20 TABLETAS (SIEGFRIED),,11.22,05/06/2022,Vitalclinic
7592601300021,ACIDO FOLICO 10 MG X 20 TABLETAS MEYER,,10.2,05/06/2022,Vitalclinic
7591020008174,ACIDO FOLICO 10 MG X 30 COMP (GENCER),,10.964999999999998,05/06/2022,Vitalclinic
7598833000012,ACIDO FOLICO 10 MG X 30 TABLETAS (LAB. VERMA),,10.2,05/06/2022,Vitalclinic
7592601301486,ACIDO FOLICO 10 MG X 30 TABLETAS MEYER,,11.729999999999999,05/06/2022,Vitalclinic
1759825210157,ACIDO FOLICO 10MG/2ML I.M/I.V AMP DISTRILAB,,10.709999999999999,05/06/2022,Vitalclinic
7702184011928,ACIDO FOLICO 1MG X 10 TAB ECAR,,1.5299999999999998,05/06/2022,Vitalclinic
0,ACIDO FOLICO 5 MG (BIOAFOLIC) X 10 TABLETAS (BIOVENEZUELA),,3.315,05/06/2022,Vitalclinic
7592601300014,ACIDO FOLICO 5 MG X 20  TAB  ( MEYER),,10.2,05/06/2022,Vitalclinic
7899095202962,ACIDO FOLICO 5 MG X 20 COMPRIMIDOS (FOLONIN) GEOLAB,,5.1,05/06/2022,Vitalclinic
8904181403051,ACIDO FOLICO 5MG X10 TABLETAS SAAD,,1.5299999999999998,05/06/2022,Vitalclinic
7591821903326,ACIDO IBANDRONICO (BONAMES) 150 MG X 1 TABLETA FARMA,,25.5,05/06/2022,Vitalclinic
7705323123117,ACIDO IBANDRONICO (IBANDROMET) 150 MG X 10 TABLETAS,,24.734999999999996,05/06/2022,Vitalclinic
7598869000093,ACIDO IBANDRONICO 150 MG X 1 TAB (CAJA) NIO,,14.79,05/06/2022,Vitalclinic
8906082151253,ACIDO MEFENAMICO 500 MG X 10 TABLETAS FARMAMED,,5.61,05/06/2022,Vitalclinic
7597072001194,ACIDO SALICILICO 1% (SALICIS) 20 GR (BOOZ),,13.514999999999999,05/06/2022,Vitalclinic
7598455000162,ACIDO TRANEXAMICO (BIOTRANEX) 500MG/ 5ML AMP BIOG,,9.69,05/06/2022,Vitalclinic
7707236129217,ACIDO TRANEXAMICO 500MG/5ML I.V. AMP (TAREXA) VITALIS,,10.964999999999998,05/06/2022,Vitalclinic
7594001453000,ACIDO TRICLOACETICO 80% X 15 ML (RECETTE MARK),,99.38879999999999,05/06/2022,Vitalclinic
7598833000029,ACIDO VALPROICO  500 MG X 10 TABLETAS (LAB. VERMA),,9.69,05/06/2022,Vitalclinic
7591821210172,ACIDO VALPROICO (VALPRO - 500 MG ) X 30 TABLETAS FARMA,,69.615,05/06/2022,Vitalclinic
7591821901971,ACIDO VALPROICO (VALPRON 200MG/ML) X 30 ML FARMA,,36.974999999999994,05/06/2022,Vitalclinic
796362600032,ACIDO VALPROICO 250 MG X 10 CAP (BLISTER) MEDICK,,10.964999999999998,05/06/2022,Vitalclinic
7598677000247,ACIDO VALPROICO 500 MG  X 30 TABLETAS CLEO,,24.99,05/06/2022,Vitalclinic
7596347797602,ACIDO VALPROICO 500 MG X 10 (VALCOPLUS) DPT,,19.889999999999997,05/06/2022,Vitalclinic
8906130230787,ACIDO VALPROICO 500 MG X 10 TABLETAS (BLISTER) BRIX,,15.299999999999999,05/06/2022,Vitalclinic
7598252001904,ACIDO VALPROICO 500 MG X 30 TABLETAS (CAJA) DISTRILAB,,28.559999999999995,05/06/2022,Vitalclinic
7598008000632,ACIDO VALPROICO 500MG X 10 TAB LAND    (BLISTER),,8.16,05/06/2022,Vitalclinic
7597189000264,ACTIVITION EXTREME X 30 CAPSULAS BLANDAS (PHARMATECH),,48.449999999999996,05/06/2022,Vitalclinic
7592601100010,A-D- VIT RECALCIFICANTE SUSP 240 ML  (SIEGFRIED),,38.25,05/06/2022,Vitalclinic
8904091148011,ADAPNE 0.1% GEL TOPICO 30G GLENMARK,,14.279999999999998,05/06/2022,Vitalclinic
7592710000843,ADELGASEN (ADELGAZANTE) 400 MG X 60 CAP (FRASCO) HERBAPLANT,,41.81999999999999,05/06/2022,Vitalclinic
7592710003707,ADELGASEN 400 MG X 30 CAPSULAS (HERBA),,26.52,05/06/2022,Vitalclinic
,ADHESIVO (TELA) 5 CM X 5 YARDS X 5 ROLLOS (JORVAN),,42.839999999999996,05/06/2022,Vitalclinic
796029455289,ADHESIVO DE PLASTICO TRANSPARENTE 2.54 CM X 4.57 M (BRIUT),,5.0286,05/06/2022,Vitalclinic
723592772673,ADHESIVO DE TELA BLANCO 2.54 CM X 4.57 M (BRIUT),,7.690799999999999,05/06/2022,Vitalclinic
723592772703,ADHESIVO DE TELA BLANCO 5.08 CM X 9.14 M (BRIUT),,24.847199999999997,05/06/2022,Vitalclinic
1.30707387007448e+18,ADHESIVO DURAPORE (7.6 CM X 9.1 M) 3 IN X 10 YD X 1 TELA (3M),,56.20199999999999,05/06/2022,Vitalclinic
7702098031333,"ADHESIVO MICROPORE  2"" X 10 YDS X 1 COLOR PIEL (3M)",,15.381599999999999,05/06/2022,Vitalclinic
7702098400900,"ADHESIVO MICROPORE COLOR PIEL 1"" X 10YDS X1 COLOR PIEL (3M)",,8.16,05/06/2022,Vitalclinic
7597297000385,ADHESIVO NON-WOVEN (COLOR PIEL) ZUVISS 1.25 CMX9.1M,,7.099199999999999,05/06/2022,Vitalclinic
7597297000392,ADHESIVO NON-WOVEN (COLOR PIEL) ZUVISS 2.5 CMX9.1M,,10.352999999999998,05/06/2022,Vitalclinic
6224000132767,ADHESIVO PAPEL PHARMAMED  (5 CM X 5 M) X UND PHARMAPLAST,,13.310999999999998,05/06/2022,Vitalclinic
6223003734589,ADHESIVO PAPEL PHARMAMED (1.25 CM X 4.55 M) X UND PHARMAPLAST,,1.7747999999999997,05/06/2022,Vitalclinic
6223003731908,ADHESIVO PAPEL PHARMAMED (2.5 CM X 4.55 M) X UND PHARMAPLAST,,9.761399999999998,05/06/2022,Vitalclinic
7594001564102,ADHESIVO PLASTICO AIROPLAST (1.25CM X 5M) X UND  PHARMAPLAST,,2.9579999999999997,05/06/2022,Vitalclinic
6224000549909,ADHESIVO PLASTICO AIROPLAST (2.5 CM X 5 M) X UND PHARMAPLAST,,5.3244,05/06/2022,Vitalclinic
7597478000401,ADHESIVO QUIRURGICO 2.5CM X 5 YDS (GDG),,3.5495999999999994,05/06/2022,Vitalclinic
7597478000418,ADHESIVO QUIRURGICO PIEL 5CM X 5 YDS (GDG),,6.8034,05/06/2022,Vitalclinic
7597297000354,ADHESIVO TELA  ZUVISS 1.25CMX9.1M,,8.2824,05/06/2022,Vitalclinic
7597297000378,ADHESIVO TELA  ZUVISS 5CMX9.1M,,20.410199999999996,05/06/2022,Vitalclinic
6223003733506,ADHESIVO TELA SILK PLAST 1.25 X 5 M PHARMAPLAST,,5.3244,05/06/2022,Vitalclinic
6224000132422,ADHESIVO TELA SILKPLAST (2.5 CM X 5 M) X UND PHARMAPLAST,,10.352999999999998,05/06/2022,Vitalclinic
7597297000323,ADHESIVO TRANSPARENTE  ZUVISS 1.25CMX9.1M,,6.5076,05/06/2022,Vitalclinic
7597297000330,ADHESIVO TRANSPARENTE  ZUVISS 2.5CMX9.1M,,8.873999999999999,05/06/2022,Vitalclinic
7597297000347,ADHESIVO TRANSPARENTE  ZUVISS 5CMX9.1M,,14.198399999999998,05/06/2022,Vitalclinic
7591096001499,ADRENALINA (EPINEFRINA) 1 MG/ML (AMP) BIOSANO,,3.315,05/06/2022,Vitalclinic
1.74637193535854e+18,ADRENALINA 1 MG / 1 ML I.V/ I. C (SOL INY) MEDEK,,1.7849999999999997,05/06/2022,Vitalclinic
7592090000020,ADULCARE (BRUCEN) CREMA DERMOPROTECTORA PARA ADULTOS 100GR BRUPHARM,,34.9044,05/06/2022,Vitalclinic
7592090000075,ADULCARE (BRUCEN) CREMA DERMORESTAURADORA CENTELLA ASIATICA 30 GR BRUPHARM,,33.1296,05/06/2022,Vitalclinic
7898216363827,AGIL C PLUS (VITAMINA C+D+ZN) X 40 GOMITAS PHARLAB (FRASCO),,18.615,05/06/2022,Vitalclinic
7753820002213,AGUA DESTILADA PARA INYECCION 5 ML (PHARMAGEN),,1.1219999999999999,05/06/2022,Vitalclinic
7596548003359,AGUA MICELAR BIFASICA TODO TIPO DE PIEL 200 ML (DERN),,31.9464,05/06/2022,Vitalclinic
7596548003366,AGUA MICELAR PIEL SENSIBLE 200 ML (DERN),,18.3396,05/06/2022,Vitalclinic
7597830000230,AGUJA HIPODERMICA 21G X 1 1/2 ESTERIL X 1 UND GROSSMED,,0.4732799999999999,05/06/2022,Vitalclinic
7597830000322,AGUJA HIPODERMICA 23G X 1 ESTERIL X 1 UNID GROSSMED,,0.4732799999999999,05/06/2022,Vitalclinic
7591818111017,"AIRFEN 0,05% GOTAS NASAL 15ML COFASA",,16.83,05/06/2022,Vitalclinic
7592946168300,AJO (TENSION ARTERIAL) 400 MG X 90 CAP - ARCO,,27.794999999999998,05/06/2022,Vitalclinic
,AKARVIA (FAVIPIRAVIR) 200 MG X 10 TAB (BLISTER),,30.599999999999998,05/06/2022,Vitalclinic
7597072001293,ALBENDAZOL 400 MG / 10 ML (SOBRE) 10 ML (BOOZ),,3.8249999999999997,05/06/2022,Vitalclinic
8906067962010,ALBENDAZOL 400 MG / 10 ML (SUSP ORAL) BERYL,,4.845,05/06/2022,Vitalclinic
18906047594238,ALBENDAZOL 400 MG SUSP 10 ML  JMW,,7.139999999999999,05/06/2022,Vitalclinic
7899095261754,ALBENDAZOL 400 MG X 1 CP (GEOLAB),,3.5699999999999994,05/06/2022,Vitalclinic
6942189304231,ALBENDAZOL 400 MG X 1 TAB (CAJA) KMPLUS,,2.295,05/06/2022,Vitalclinic
1221510453,ALBENDAZOL 400 MG X 10 TAB (BLISTER) FAHD,,5.1,05/06/2022,Vitalclinic
7592782000055,ALBENDAZOL 400 ML / 10 ML (BEVINDAZOL) VINCENTI,,5.61,05/06/2022,Vitalclinic
0118906047596270109,ALBENDAZOL 400MG / 10ML SUSP 10ML UNILINK,,8.415,05/06/2022,Vitalclinic
8906089281359,ALBENDAZOL SUSP ORAL USP 200 MG / 5 ML 10 ML (JMW),,5.1,05/06/2022,Vitalclinic
21241259231,ALBENDAZOL TAB 200 MG X 2 (CAJA) BUKA,,3.5699999999999994,05/06/2022,Vitalclinic
0,ALBUMINA HUMANA 20% X 50 ML,,357.0,05/06/2022,Vitalclinic
7592946005711,ALCACHOFA (HEPATOPROTECTOR) 300 MG X 90 CAP - ARCO,,23.459999999999997,05/06/2022,Vitalclinic
7591012277008,ALCANFOR SOBRE 10 G (LYA) (SOBRE),,9.944999999999999,05/06/2022,Vitalclinic
7591616000278,ALCOHOL ABSOLUTO 1 LT BIOFARCO,,35.955,05/06/2022,Vitalclinic
7591616000261,ALCOHOL ABSOLUTO 120 ML BIOFARCO,,9.69,05/06/2022,Vitalclinic
7591616000285,ALCOHOL ABSOLUTO 240 ML BIOFARCO,,16.32,05/06/2022,Vitalclinic
3012,ALCOHOL ABSOLUTO 250 ML  (VITALCLINIC),,13.26,05/06/2022,Vitalclinic
7591616000308,ALCOHOL ABSOLUTO 500 ML BIOFARCO,,23.97,05/06/2022,Vitalclinic
3017,ALCOHOL ANTISEPTICO 70% 1LTR (VITALCLINIC),,19.38,05/06/2022,Vitalclinic
3016,ALCOHOL ANTISEPTICO 70% 500ML (VITALCLINIC),,10.2,05/06/2022,Vitalclinic
7592044000106,ALCOHOL ANTISEPTICO 70% EL GUARDIAN 500 ML,,12.239999999999998,05/06/2022,Vitalclinic
7591616001992,ALCOHOL ANTISEPTICO 70% V/V 1LT BIOFARCO,,25.5,05/06/2022,Vitalclinic
7592044000113,ALCOHOL EL GUARDIAN 70%  1000 ML (GUARDIAN),,22.95,05/06/2022,Vitalclinic
7592044000120,ALCOHOL EL GUARDIAN 70%  3.79 L (GUARDIAN),,79.815,05/06/2022,Vitalclinic
7592782000345,ALCOHOL ETILICO 70% ANTISEPTICO SPRAY 180 ML (VINCENTI),,16.83,05/06/2022,Vitalclinic
7592782000901,ALCOHOL ETILICO 70% ANTISEPTICO SPRAY 60 ML (VINCENTI),,7.139999999999999,05/06/2022,Vitalclinic
3014,ALCOHOL SPRAY ANTISEPTICO 70% 220ML (VITALCLINIC),,10.454999999999998,05/06/2022,Vitalclinic
7591616000322,ALCOHOL YODADO 120 ML USO EXTERNO (BIOFARCO),,16.064999999999998,05/06/2022,Vitalclinic
7591808526166,ALDER CREMA HIDRATANTE PIEL EXTRA SECA 207 ML (VITA),,28.6926,05/06/2022,Vitalclinic
7591808526159,ALDER CREMA HIDRATANTE PIEL SECA 207 ML (VITA),,31.9464,05/06/2022,Vitalclinic
7591808526210,ALDER GEL LIMPIADOR PIEL SENSIBLE 223ML (VITA),,28.6926,05/06/2022,Vitalclinic
733739100184,ALFALFA 650 MG X 250 TABLETA NOW,,78.53999999999999,05/06/2022,Vitalclinic
7599028000343,ALIIVIAMED ATOMIZADOR 60 ML LYA,,20.4,05/06/2022,Vitalclinic
7591285000739,ALIMENTO A BASE DE PROTEINA DE SOYA (BABY GAMMA) 400GR GAMMA,,82.82399999999998,05/06/2022,Vitalclinic
7592432010335,ALIVAX FORTE (ACETAMINOFEN) 650 MG X 10 CAP (VIVAX),,14.79,05/06/2022,Vitalclinic
7591012045003,ALIVIAMED 25 GR LYA GEL ROLL ON,,10.709999999999999,05/06/2022,Vitalclinic
7591012045002,ALIVIAMED 50 G (CREMA) - LYA,,14.79,05/06/2022,Vitalclinic
7898495607384,ALIVIOL AEROSOL ARNICA 120 ML CIFARMA,,28.559999999999995,05/06/2022,Vitalclinic
8904278593153,ALOEVIT-E LOCION HUMECTANTE DE ALOE VERA Y VITAMINA E (FAHD),,16.5648,05/06/2022,Vitalclinic
18906047594900,ALOPURINOL 100 MG X 10 TAB  (BLISTER) JMW,,6.119999999999999,05/06/2022,Vitalclinic
7598176000137,ALOPURINOL 100MG X 30 TAB (CAJA) ANGELUS,,12.239999999999998,05/06/2022,Vitalclinic
7591020005296,ALPRAM 0.5 MG X 30 TAB (VALMORCA),,13.004999999999999,05/06/2022,Vitalclinic
7591020005302,ALPRAM 1 MG X 30 TAB (VALMORCA),,18.615,05/06/2022,Vitalclinic
7591020005319,ALPRAM 2 MG X 30 TAB (VALMORCA),,25.755,05/06/2022,Vitalclinic
7591519317824,ALPRAMACK (ALPRAZOLAM) 1MG  X 30 TABLETAS (CALOX),,14.279999999999998,05/06/2022,Vitalclinic
7591519000467,ALPRAZOLAM 0.5MG X 30 TABLETAS (CALOX),,11.729999999999999,05/06/2022,Vitalclinic
8904324100403,ALPRAZOLAM 1 MG X 30 TABLETAS (PHARMA COLINA),,10.2,05/06/2022,Vitalclinic
7591519001495,ALPRAZOLAM 1MG X 30 TABLETAS (CALOX),,13.77,05/06/2022,Vitalclinic
7598578000407,ALPRAZOLAM 2 MG X 30 TABLETAS DAC55,,12.75,05/06/2022,Vitalclinic
7899785200612,AMBROMEL SPRAY SABOR EUCALIPTO  30 ML CIMED,,15.299999999999999,05/06/2022,Vitalclinic
7592803002594,AMBROXOL/ LORATADINA (MUCLAR) 30 MG - 5 MG X 10 COMP DOLLDER (CAJA),,16.575,05/06/2022,Vitalclinic
7592803002402,AMBROXOL/ LORATADINA (MUCLAR) 30 MG - 5 MG/5ML - 60ML (JARABE) DOLLDER,,22.695,05/06/2022,Vitalclinic
7707236128661,AMFOTERICINA B 50MG (I.V) AMP VITALIS,,122.91,05/06/2022,Vitalclinic
7800061031103,AMIKACINA 100MG/2ML I.M/I.V AMP BIOSANO,,3.8249999999999997,05/06/2022,Vitalclinic
7597072001262,AMIKACINA 5% (AMIKACIS) 20 GR (BOOZ),,9.944999999999999,05/06/2022,Vitalclinic
6942189211454,AMIKACINA 500 MG/2ML ( IM / IV ) X1 KMPLUS,,5.61,05/06/2022,Vitalclinic
7707236124786,AMIKACINA 500MG/2ML AMP VITALIS,,5.61,05/06/2022,Vitalclinic
7896112110354,AMINOFILINA 200 MG X 20 COMP (CAJA) TEUTO,,4.59,05/06/2022,Vitalclinic
7800061020183,AMINOFILINA 250MG/10ML AMP BIOSANO,,8.16,05/06/2022,Vitalclinic
0,AMINOFILINA 25MG/10 ML I.V AMP BRIXMEDIC,,5.864999999999999,05/06/2022,Vitalclinic
6970325652335,AMINOFILINA SOL INY 250 MG/ 10 ML USO I.V BIOMEDIC,,3.8249999999999997,05/06/2022,Vitalclinic
7592782000116,AMIODARONA (DIARONA) 200 MG X 10 TABLETAS (VINCENTI),,27.54,05/06/2022,Vitalclinic
7800061025102,AMIODARONA 150MG/3ML AMP BIOSANO,,4.335,05/06/2022,Vitalclinic
7591020003131,AMIODARONA 200 MG X 10 COMP (GENCER),,26.009999999999998,05/06/2022,Vitalclinic
7598008000113,AMIODARONA 200MG X 10 TAB LAND,,15.299999999999999,05/06/2022,Vitalclinic
7598008000748,AMITRIPTILINA 25 MG X 10 TAB (BLISTER) LAND,,2.04,05/06/2022,Vitalclinic
18906047595020,AMLODIPINA  10 MG X 10 TABLETAS JMW (BLISTER),,2.04,05/06/2022,Vitalclinic
0128904030979304172,AMLODIPINA (AMBIODIPINA) 5 MG X 10 TAB (BLISTER) BIOVENEZUELA,,1.7849999999999997,05/06/2022,Vitalclinic
7896523213590,AMLODIPINA (BESILATO AMLODIPINO) 10 MG X 30 TAB  CIMED (CAJA),,8.619,05/06/2022,Vitalclinic
7591821210240,AMLODIPINA + LOSARTAN POTASICO (ARANDA 2.5MG / 50 MG ) X 12 CAPSULAS FARMA,,18.615,05/06/2022,Vitalclinic
7591821210257,AMLODIPINA + LOSARTAN POTASICO (ARANDA 5MG/100 MG ) X 12 CAPSULAS FARMA,,26.009999999999998,05/06/2022,Vitalclinic
8906067962324,AMLODIPINA 10 MG X 10 TAB  (BLISTER) BERYL,,2.295,05/06/2022,Vitalclinic
0118906047595020104,AMLODIPINA 10 MG X 10 TAB (BLISTER) UNILINK,,2.295,05/06/2022,Vitalclinic
7598008000120,AMLODIPINA 10 MG X 10 TAB (LAND),,2.295,05/06/2022,Vitalclinic
8904179732842,AMLODIPINA 10 MG X 30 TAB (ARTE MEDICO) (CAJA),,10.2,05/06/2022,Vitalclinic
